报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2026-03-31,72.022,5.0613,14.23,3.1644,5.69,57.14%,3078.83万,-17.46%,7.66,5.09亿,8.47亿,5.41%,38.90亿,9.09亿
2025,94.09,5.0613,18.59,5.2476,17.93,10.96%,1.28亿,-32.89%,7.50,5.46亿,8.16亿,7.14%,37.99亿,9.05亿
2024,37.322,3.659,10.2,2.3095,16.16,0.98%,1.91亿,-5.82%,5.67,6.00亿,7.86亿,11.80%,22.01亿,6.78亿
2023,36.252,3.6,10.07,2.2658,16.0,-2.05%,2.03亿,8.53%,5.26,7.04亿,6.74亿,12.65%,20.28亿,6.66亿
2022,35.64,3.6,9.9,2.1812,16.34,9.50%,1.87亿,22.51%,5.02,10.92亿,5.46亿,11.43%,18.13亿,5.88亿
2021,34.92,3.6,9.7,2.3405,14.92,9.88%,1.52亿,74.17%,4.61,12.32亿,4.19亿,10.21%,16.66亿,5.68亿
2020,40.428,3.6,11.23,2.977,13.58,-23.32%,8750.80万,-28.14%,4.25,10.08亿,3.03亿,6.35%,15.36亿,5.31亿
2019,,,,,17.71,-11.34%,1.22亿,0.50%,3.87,4.25亿,2.19亿,6.83%,10.53亿,6.47亿
2018,,,,,19.97,20.03%,1.21亿,31.64%,3.42,4.19亿,1.06亿,6.06%,9.33亿,7.29亿
2017,,,,,16.64,6.74%,9204.89万,11.41%,2.98,4.36亿,-625.79万,5.51%,8.04亿,6.76亿
2016,,,,,15.59,False,8262.24万,False,2.62,3.87亿,3.88亿,5.50%,7.47亿,5.72亿
