报告期,总市值,总股本,收盘,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,市销率(PS),市盈率(PE),市净率(PB),评价指标,总现金,未分配利润,销售净利率,股东权益,存货,股息,ST风险,控股股东
2026-06-12,119.352,1.2117,98.5,10.48,35.80%,8567.45万,11.82%,38.46,11.3885,139.3014,2.5611,PE；PB,20.37亿,18.69亿,8.18%,46.60亿,13.81亿,0.27999999999999997,,宗丽萍
2026-03-31,119.352,1.2117,98.5,10.48,35.80%,8567.45万,11.82%,38.46,2.8471,139.3014,2.5611,PE；PB,20.37亿,18.69亿,8.18%,46.60亿,13.81亿,0.27999999999999997,,宗丽萍
2025,125.532,1.2117,103.6,35.43,10.28%,2.52亿,-4.37%,37.75,3.5431,49.7407,2.7444,PE；PB,22.13亿,17.83亿,7.12%,45.74亿,13.02亿,0.758,,宗丽萍
2024,64.232,1.2117,53.01,32.13,-11.21%,2.64亿,-46.37%,36.42,1.9991,24.3388,1.4555,PE；PB,19.78亿,16.23亿,8.21%,44.13亿,10.78亿,1.8,,宗丽萍
2023,105.987,1.2117,87.47,36.18,30.06%,4.92亿,1.33%,35.42,2.9294,21.5385,2.4695,PE；PB,15.78亿,15.77亿,13.60%,42.91亿,9.13亿,0.518,,宗丽萍
2022,136.912,1.08,126.77,27.82,60.50%,4.86亿,59.59%,31.87,4.9214,29.053,3.9777,PE；PB,18.38亿,11.47亿,17.46%,38.62亿,8.98亿,0.288,,宗丽萍
2021,140.897,1.08,130.46,17.33,68.65%,3.04亿,82.71%,16.89,8.1302,46.3035,7.7241,PE；PB,5.47亿,6.93亿,17.54%,18.25亿,4.99亿,0.52,,宗丽萍
2020,81.972,1.08,75.9,10.28,16.21%,1.67亿,2.86%,14.59,7.9739,41.0159,5.2022,PE；PB,3.05亿,4.75亿,16.20%,15.75亿,2.82亿,,,宗丽萍
2019,,,,8.84,35.42%,1.62亿,48.51%,8.04,,,,PE；PB,1.86亿,3.25亿,18.31%,6.51亿,1.59亿,,,宗丽萍
2018,,,,6.53,35.01%,1.09亿,86.10%,6.04,,,,PE；PB,9705.86万,1.80亿,16.69%,4.89亿,1.99亿,,,宗丽萍
2017,,,,4.84,42.38%,5858.35万,100.21%,4.69,,,,PE；PB,8919.04万,8143.27万,12.11%,3.80亿,1.18亿,,,宗丽萍
2016,,,,3.4,False,2926.09万,False,3.97,,,,PE；PB,7652.29万,2871.53万,8.61%,3.22亿,8814.55万,,,宗丽萍
