报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2025-09-30,89.049,11.9049,7.48,1.2263,54.46,9.16%,3.48亿,12.28%,4.84,18.12亿,33.53亿,6.46%,59.15亿,16.23亿
2024,55.953,11.9049,4.7,0.8844,63.27,11.66%,3.19亿,-18.65%,4.50,12.49亿,30.43亿,5.26%,54.60亿,15.34亿
2023,44.048,11.9049,3.7,0.7774,56.66,19.69%,3.92亿,52.82%,4.40,12.76亿,28.18亿,7.03%,53.51亿,12.73亿
2022,40.239,11.9049,3.38,0.8527,47.19,-3.90%,2.56亿,-35.57%,4.10,11.75亿,24.64亿,5.53%,49.75亿,11.59亿
2021,58.096,11.9049,4.88,1.183,49.11,13.92%,3.98亿,-12.25%,3.88,7.93亿,22.17亿,8.13%,46.27亿,11.87亿
2020,51.786,11.9049,4.35,1.2013,43.11,15.19%,4.53亿,8.98%,3.46,8.95亿,18.33亿,10.56%,41.29亿,9.01亿
2019,44.048,11.9049,3.7,1.1771,37.42,17.06%,4.16亿,24.87%,3.20,11.45亿,15.05亿,11.15%,38.14亿,7.42亿
2018,36.31,11.9049,3.05,1.1358,31.97,39.74%,3.33亿,102.66%,2.89,8.73亿,11.63亿,10.44%,34.47亿,7.12亿
2017,,,4.79,,22.88,21.17%,1.64亿,11.42%,2.64,3.18亿,8.75亿,7.14%,31.52亿,7.03亿
2016,,,5.46,,18.79,6.47%,1.48亿,418.33%,2.51,2.35亿,7.36亿,7.87%,30.08亿,5.19亿
2015,,,7.37,,17.65,-6.21%,-4633.78万,-122.84%,2.38,4.92亿,5.98亿,-2.60%,28.58亿,5.20亿
2014,,,6.35,,18.82,27.10%,2.03亿,17.35%,4.89,2.87亿,6.80亿,10.81%,29.34亿,4.83亿
2013,,,3.23,,14.81,34.51%,1.73亿,54.48%,4.60,1.78亿,5.19亿,11.68%,27.59亿,3.75亿
2012,,,3.49,,11.01,19.71%,1.12亿,-6.93%,3.66,9.00亿,3.81亿,10.09%,19.86亿,2.93亿
2011,,,4.13,,9.2,29.92%,1.20亿,12.53%,3.50,10.16亿,3.03亿,13.03%,19.02亿,2.54亿
2010,,,4.81,,7.08,29.90%,1.07亿,10.02%,13.38,13.14亿,2.25亿,15.24%,18.07亿,1.60亿
