报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2025-09-30,425.049,17.0224,24.97,1.6015,199.05,-2.25%,25.86亿,-17.77%,15.78,32.23亿,212.92亿,13.34%,280.41亿,24.53亿
2024,496.547,16.8951,29.39,1.923,258.21,15.14%,36.47亿,3.49%,15.20,55.79亿,201.68亿,14.43%,267.20亿,25.95亿
2023,372.706,16.8951,22.06,1.6619,224.26,11.27%,35.24亿,12.07%,13.83,60.79亿,179.31亿,15.85%,237.32亿,25.93亿
2022,402.103,16.8951,23.8,1.9951,201.55,-5.49%,31.44亿,-10.48%,12.40,45.03亿,155.14亿,15.77%,215.60亿,27.40亿
2021,544.867,16.8951,32.25,2.5834,210.91,25.15%,35.13亿,22.76%,11.21,32.08亿,134.63亿,16.85%,195.26亿,26.32亿
2020,601.803,16.8951,35.62,3.572,168.48,26.12%,28.61亿,548.64%,9.87,22.21亿,111.05亿,18.00%,174.81亿,17.66亿
2019,380.985,16.8951,22.55,2.8596,133.23,6.03%,4.41亿,-82.11%,8.26,19.62亿,85.11亿,3.43%,145.42亿,16.12亿
2018,200.883,16.8951,11.89,1.5988,125.65,12.55%,24.66亿,5.20%,8.45,29.80亿,88.73亿,19.74%,144.39亿,12.79亿
2017,,,19.13,,111.64,36.88%,23.44亿,100.16%,6.94,17.97亿,70.32亿,21.09%,124.96亿,12.60亿
2016,,,8.64,,81.56,8.01%,11.71亿,30.57%,5.80,17.73亿,50.15亿,17.97%,104.63亿,12.52亿
2015,,,9.79,,75.51,-8.97%,8.97亿,-18.87%,5.52,18.59亿,41.11亿,16.10%,92.61亿,13.77亿
2014,,,10.29,,82.95,10.75%,11.05亿,22.08%,10.20,24.48亿,35.87亿,17.71%,85.25亿,16.29亿
2013,,,6.91,,74.9,12.04%,9.06亿,33.80%,7.39,7.67亿,27.82亿,16.80%,54.32亿,14.37亿
2012,,,6.79,,66.85,12.00%,6.77亿,29.48%,6.13,6.60亿,20.59亿,13.99%,44.61亿,12.15亿
2011,,,4.15,,59.69,36.62%,5.23亿,25.43%,5.24,7.92亿,15.49亿,12.60%,37.43亿,10.80亿
2010,,,5.57,,43.69,33.41%,4.17亿,29.48%,4.50,8.19亿,11.42亿,13.98%,32.20亿,8.75亿
