报告期,总市值,总股本,收盘,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,市销率(PS),市盈率(PE),市净率(PB),评价指标,总现金,未分配利润,销售净利率,股东权益,存货,股息,ST风险,控股股东
2026-06-12,79.798,4.5599,17.5,0.527218,-10.01%,-4645.00万,-251.76%,2.54,151.3567,,6.8898,PE；PS,2.08亿,-7.82亿,-96.21%,11.92亿,5439.19万,,40%: 最新年度营业收入下滑；最新年度净利润同比下降,张送根
2026-03-31,79.798,4.5599,17.5,0.527218,-10.01%,-4645.00万,-251.76%,2.54,37.8392,,6.8898,PE；PS,2.08亿,-7.82亿,-96.21%,11.92亿,5439.19万,,,张送根
2025,68.262,4.4939,15.19,2.79,55.90%,-1.83亿,-50.87%,2.6,24.4667,,5.8423,PE；PS,3.06亿,-7.35亿,-70.33%,12.26亿,4728.71万,,,张送根
2024,44.894,4.4939,9.99,1.79,-14.85%,-1.21亿,22.54%,2.82,25.0804,,3.5426,PE；PS,2.60亿,-5.52亿,-67.73%,12.80亿,3167.00万,,,张送根
2023,55.336,4.1985,13.18,2.1,34.48%,-1.56亿,-41.42%,2.75,26.3505,,4.7927,PE；PS,3.61亿,-4.67亿,-76.80%,12.38亿,2622.93万,,,张送根
2022,49.92,4.1985,11.89,1.56,0.11%,-1.11亿,-38.34%,2.49,32.0,,4.7751,PE；PS,2.52亿,-3.11亿,-71.92%,11.18亿,4380.42万,,,张送根
2021,109.84,4.1844,26.25,1.56,14.80%,-7993.32万,-46.74%,2.4,70.4103,,10.9375,PE；PS,4.08亿,-1.92亿,-52.97%,10.68亿,3794.44万,,,张送根
2020,159.551,4.1844,38.13,1.36,-40.80%,-5447.09万,-75.95%,2.38,117.3169,,16.021,PE；PS,7.21亿,-1.17亿,-39.85%,10.27亿,3476.69万,,,张送根
2019,,,,2.3,81.16%,-3095.78万,-3516.66%,1.55,,,,PE；PS,4.25亿,-6914.09万,-14.88%,5.96亿,3206.70万,,,张送根
2018,,,,1.27,72.89%,-85.60万,-103.95%,2.93,,,,PE；PS,2.82亿,-3892.39万,-2.89%,5.61亿,2800.97万,,,张送根
2017,,,,0.732947,186.58%,2166.95万,187.66%,1.0,,,,PE；PS,4.77亿,-3806.79万,29.04%,1.69亿,1404.02万,,,张送根
2016,,,,0.255761,6.68%,-2471.98万,-76.65%,0.86,,,,PE；PS,3731.79万,-5973.74万,-96.65%,1.37亿,1727.17万,,,张送根
2015,,,,0.239752,-38.16%,-1399.40万,11.22%,1.04,,,,PE；PS,7272.37万,-3254.30万,-58.37%,1.65亿,323.62万,,,张送根
2014,,,,0.387716,-7.16%,-1576.27万,-349.95%,1.73,,,,PE；PS,1655.44万,-1854.90万,-40.66%,5284.10万,152.23万,,,张送根
2013,,,,0.417618,False,630.62万,False,0.99,,,,PE；PS,616.41万,-278.62万,15.10%,2960.38万,224.50万,,,张送根
