报告期,总市值,总股本,收盘,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,市销率(PS),市盈率(PE),市净率(PB),评价指标,总现金,未分配利润,销售净利率,股东权益,存货,股息,ST风险,控股股东
2026-06-08,25.548,0.68,37.57,1.01,-3.33%,805.10万,42.89%,11.31,25.295,317.3142,3.3218,PE；PS,4.07亿,2.74亿,8.00%,7.69亿,4197.09万,0.2,20%: 最新年度营业收入下滑,黄凡
2026-03-31,25.548,0.68,37.57,1.01,-3.33%,805.10万,42.89%,11.31,6.3238,317.3142,3.3218,PE；PS,4.07亿,2.74亿,8.00%,7.69亿,4197.09万,0.2,,黄凡
2025,28.737,0.68,42.26,4.58,-4.01%,1889.30万,-52.73%,11.19,6.2745,152.1238,3.7766,PE；PS,4.19亿,2.66亿,4.12%,7.61亿,4176.00万,0.3,,黄凡
2024,16.823,0.68,24.74,4.77,-10.54%,3996.98万,-33.68%,11.21,3.5268,42.0891,2.207,PE；PS,3.77亿,2.68亿,8.37%,7.62亿,4477.92万,0.4,,黄凡
2023,22.229,0.68,32.69,5.34,-2.46%,6026.51万,-15.04%,11.03,4.1627,36.8837,2.9637,PE；PS,3.47亿,2.59亿,11.29%,7.50亿,4718.75万,0.5,,黄凡
2022,18.884,0.68,27.77,5.47,6.66%,7093.05万,3.71%,10.64,3.4523,23.295,2.61,PE；PS,3.65亿,2.37亿,12.96%,7.23亿,5152.64万,,,黄凡
2021,,,,5.13,8.85%,6839.23万,20.53%,5.15,,,,PE；PS,4332.93万,1.72亿,13.33%,2.63亿,5157.88万,,,黄凡
2020,,,,4.71,-3.23%,5674.44万,7.27%,3.81,,,,PE；PS,5509.50万,1.09亿,12.04%,1.94亿,4587.65万,,,黄凡
2019,,,,4.87,11.72%,5289.96万,56.56%,2.7,,,,PE；PS,6723.47万,5634.80万,10.86%,1.38亿,3534.73万,,,黄凡
2018,,,,4.36,21.02%,3378.83万,56.17%,2.48,,,,PE；PS,2050.29万,5079.35万,7.75%,1.27亿,3600.80万,,,黄凡
2017,,,,3.6,False,2163.50万,False,1.82,,,,PE；PS,4270.67万,1870.68万,6.01%,9294.59万,3236.94万,,,黄凡
