报告期,总市值,总股本,收盘,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,市销率(PS),市盈率(PE),市净率(PB),评价指标,总现金,未分配利润,销售净利率,股东权益,存货,股息,ST风险,控股股东
2026-06-12,36.028,2.2049,16.34,2.89,9.12%,3199.21万,16.71%,7.79,12.4664,108.9333,2.0976,PE；PS,7.02亿,7.91亿,11.07%,17.35亿,1.18亿,0.15,,施慧勇
2026-03-31,36.028,2.2049,16.34,2.89,9.12%,3199.21万,16.71%,7.79,3.1166,108.9333,2.0976,PE；PS,7.02亿,7.91亿,11.07%,17.35亿,1.18亿,0.15,,施慧勇
2025,29.404,1.5758,18.66,11.36,1.84%,5150.72万,-69.99%,7.66,2.5884,81.1304,2.436,PE；PS,6.25亿,7.59亿,4.52%,17.06亿,1.38亿,0.4,,施慧勇
2024,22.265,1.1262,19.77,11.15,14.37%,1.72亿,57.28%,10.83,1.9969,25.3462,1.8255,PE；PS,4.44亿,7.81亿,15.38%,17.18亿,1.44亿,0.6,,施慧勇
2023,31.075,1.1263,27.59,9.75,-33.61%,1.09亿,-66.53%,14.55,3.1872,39.9855,1.8962,PE；PS,4.48亿,7.05亿,11.19%,16.39亿,1.25亿,0.8,,施慧勇
2022,57.938,1.1261,51.45,14.69,22.98%,3.26亿,4.84%,14.14,3.944,17.6804,3.6386,PE；PS,7.53亿,6.86亿,22.20%,15.92亿,1.21亿,1.3800000000000001,,施慧勇
2021,55.152,0.8,68.94,11.94,43.95%,3.11亿,37.68%,12.33,4.6191,24.8881,5.5912,PE；PS,8.08亿,5.15亿,26.04%,13.88亿,1.15亿,1.8,,施慧勇
2020,15.528,0.8,19.41,8.3,50.03%,2.26亿,98.86%,15.1,1.8708,7.7952,1.2854,PE；PS,8.14亿,3.58亿,27.23%,12.08亿,6713.65万,,,施慧勇
2019,,,,5.53,14.59%,1.14亿,33.75%,6.75,,,,PE；PS,1.15亿,1.55亿,20.54%,4.05亿,4334.25万,,,施慧勇
2018,,,,4.83,11.88%,8492.65万,91.91%,5.69,,,,PE；PS,1.86亿,1.03亿,17.60%,3.41亿,3607.51万,,,施慧勇
2017,,,,4.31,16.18%,4425.24万,-26.88%,4.21,,,,PE；PS,8756.07万,2664.88万,10.26%,2.53亿,3831.73万,,,施慧勇
2016,,,,3.71,False,6052.07万,False,9.4,,,,PE；PS,6515.82万,8457.19万,16.30%,1.88亿,2749.72万,,,施慧勇
