报告期,总市值,总股本,收盘,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,市销率(PS),市盈率(PE),市净率(PB),评价指标,总现金,未分配利润,销售净利率,股东权益,存货,股息,ST风险,控股股东
2026-06-08,35.308,2.752,12.83,0.998568,20.20%,538.88万,201.06%,5.26,35.3586,654.5918,2.4392,PE；PB,12.70亿,2.32亿,5.06%,14.88亿,5278.40万,,,福建省招标采购集团有限公司
2026-03-31,35.308,2.752,12.83,0.998568,20.20%,538.88万,201.06%,5.26,8.8397,654.5918,2.4392,PE；PB,12.70亿,2.32亿,5.06%,14.88亿,5278.40万,,,福建省招标采购集团有限公司
2025,55.756,2.752,20.26,5.52,-8.08%,-944.47万,-54.56%,5.24,10.1007,,3.8664,PE；PB,12.66亿,2.26亿,-1.83%,14.82亿,4407.21万,,,福建省招标采购集团有限公司
2024,32.584,2.752,11.84,6.01,-12.42%,-611.05万,-126.64%,5.28,5.4216,,2.2424,PE；PB,12.44亿,2.39亿,-1.12%,15.04亿,4500.37万,0.02,,福建省招标采购集团有限公司
2023,34.758,2.752,12.63,6.86,-9.40%,2294.17万,-57.81%,5.32,5.0668,151.4388,2.3741,PE；PB,12.98亿,2.54亿,4.01%,15.20亿,4633.39万,0.088,,福建省招标采购集团有限公司
2022,33.905,2.752,12.32,7.57,10.95%,5437.95万,-29.53%,5.46,4.4789,61.0505,2.2564,PE；PB,13.45亿,2.61亿,7.73%,15.71亿,4908.98万,0.1,,福建省招标采购集团有限公司
2021,,,,6.67,2.76%,7716.58万,-7.28%,3.96,,,,PE；PB,7.72亿,2.39亿,12.72%,8.71亿,4389.39万,,,福建省招标采购集团有限公司
2020,,,,6.49,6.97%,8322.35万,-7.91%,3.72,,,,PE；PB,7.40亿,1.96亿,14.05%,8.11亿,3754.18万,,,福建省招标采购集团有限公司
2019,,,,6.06,7.88%,9036.81万,-3.49%,3.59,,,,PE；PB,7.91亿,1.74亿,16.18%,7.81亿,3939.87万,,,福建省招标采购集团有限公司
2018,,,,5.62,24.91%,9363.72万,14.58%,3.81,,,,PE；PB,9.98亿,1.52亿,18.26%,8.18亿,2963.75万,,,福建省招标采购集团有限公司
2017,,,,4.5,False,8172.53万,False,2.62,,,,PE；PB,7.35亿,8809.11万,18.82%,4.16亿,1989.27万,,,福建省招标采购集团有限公司
