报告期,总市值,总股本,收盘,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,市销率(PS),市盈率(PE),市净率(PB),评价指标,总现金,未分配利润,销售净利率,股东权益,股息,ST风险,控股股东
2026-06-11,20.718,1.144,18.11,0.398144,-13.91%,236.79万,-26.59%,8.53,52.0364,905.5,2.1231,PE；PB,5.57亿,2.68亿,6.28%,9.80亿,0.13999999999999999,40%: 最新年度营业收入下滑；最新年度净利润同比下降,李锋
2026-03-31,20.718,1.144,18.11,0.398144,-13.91%,236.79万,-26.59%,8.53,13.0091,905.5,2.1231,PE；PB,5.57亿,2.68亿,6.28%,9.80亿,0.13999999999999999,,李锋
2025,19.474,0.88,22.13,2.71,-12.04%,2213.28万,-23.83%,8.5,7.186,116.4737,2.6035,PE；PB,5.52亿,2.66亿,8.06%,9.77亿,0.25138360000000004,,李锋
2024,16.421,0.88,18.66,3.08,-21.24%,2905.88万,-62.77%,11.28,5.3315,74.64,1.6543,PE；PB,5.99亿,2.69亿,9.37%,9.96亿,0.44,,李锋
2023,23.848,0.88,27.1,3.91,-3.35%,7805.33万,-1.88%,11.38,6.0992,26.0577,2.3814,PE；PB,5.01亿,2.81亿,20.14%,10.06亿,0.4,,李锋
2022,,,,4.04,4.45%,7954.66万,8.85%,6.97,,,,PE；PB,2.71亿,2.46亿,19.84%,4.63亿,,,李锋
2021,,,,3.87,10.25%,7307.70万,8.01%,6.26,,,,PE；PB,2.61亿,2.00亿,19.16%,4.16亿,,,李锋
2020,,,,3.51,13.47%,6765.56万,32.50%,5.71,,,,PE；PB,2.79亿,1.63亿,19.45%,3.80亿,,,李锋
2019,,,,3.09,5.24%,5106.03万,-31.32%,4.88,,,,PE；PB,2.25亿,1.15亿,16.64%,3.25亿,,,李锋
2018,,,,2.94,33.05%,7434.72万,39.91%,4.66,,,,PE；PB,2.42亿,1.06亿,25.45%,3.09亿,,,李锋
2017,,,,2.21,27.40%,5313.80万,112.03%,3.89,,,,PE；PB,2.09亿,6287.35万,24.31%,2.58亿,,,李锋
2016,,,,1.73,27.94%,2506.11万,0.32%,3.22,,,,PE；PB,1.60亿,2360.97万,14.69%,2.13亿,,,李锋
2015,,,,1.36,12.21%,2498.02万,228.26%,2.96,,,,PE；PB,1.42亿,893.14万,18.28%,1.96亿,,,李锋
2014,,,,1.21,False,760.98万,False,3.08,,,,PE；PB,1.20亿,1952.19万,6.30%,2.03亿,,,李锋
