报告期,总市值,总股本,收盘,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,市销率(PS),市盈率(PE),市净率(PB),评价指标,总现金,未分配利润,销售净利率,股东权益,存货,股息,ST风险,控股股东
2026-06-11,244.403,19.7737,12.36,11.42,-13.36%,1.26亿,-48.45%,6.0,21.4013,206.0,2.06,PE；PS,18.92亿,70.81亿,15.69%,154.97亿,41.48亿,,40%: 最新年度营业收入下滑；最新年度净利润同比下降,中国生物技术股份有限公司
2026-03-31,244.403,19.7737,12.36,11.42,-13.36%,1.26亿,-48.45%,6.0,5.3503,206.0,2.06,PE；PS,18.92亿,70.81亿,15.69%,154.97亿,41.48亿,,,中国生物技术股份有限公司
2025,323.102,19.7737,16.34,61.68,2.26%,10.91亿,-29.59%,5.93,5.2384,29.7091,2.7555,PE；PS,19.91亿,69.54亿,24.15%,153.16亿,40.22亿,0.25,,中国生物技术股份有限公司
2024,333.352,16.4781,20.23,60.32,16.44%,15.49亿,39.58%,5.63,5.5264,25.9359,3.5933,PE；PS,26.86亿,64.11亿,35.02%,145.33亿,38.69亿,0.15,,中国生物技术股份有限公司
2023,417.225,16.4781,25.32,51.8,21.57%,11.10亿,25.99%,5.96,8.0545,45.2143,4.2483,PE；PS,45.55亿,51.20亿,29.14%,127.54亿,28.44亿,0.05,,中国生物技术股份有限公司
2022,266.12,13.7317,19.38,42.61,3.63%,8.81亿,15.91%,5.34,6.2455,36.566,3.6292,PE；PS,37.13亿,40.95亿,28.27%,113.56亿,23.32亿,0.1,,中国生物技术股份有限公司
2021,246.247,12.5444,19.63,41.12,19.35%,7.60亿,18.94%,5.86,5.9885,41.766,3.3498,PE；PS,43.30亿,33.58亿,25.99%,102.67亿,21.44亿,0.1,,中国生物技术股份有限公司
2020,294.69,10.4537,28.19,34.46,4.99%,6.39亿,4.57%,3.6,8.5517,55.2745,7.8306,PE；PS,17.48亿,27.38亿,27.37%,60.31亿,21.72亿,0.06,,中国生物技术股份有限公司
2019,136.943,8.7114,15.72,32.82,11.97%,6.11亿,19.94%,3.77,4.1725,32.0816,4.1698,PE；PS,14.13亿,23.70亿,27.25%,51.77亿,19.49亿,0.05,,中国生物技术股份有限公司
2018,66.609,6.7011,9.94,29.31,18.03%,5.09亿,-56.57%,3.87,2.2726,20.2857,2.5685,PE；PS,12.50亿,19.78亿,25.11%,43.47亿,17.09亿,0.2,,中国生物技术股份有限公司
2017,,,10.28,24.83,-17.45%,11.73亿,356.69%,4.54,,7.6148,2.2643,PE；PS,19.19亿,18.04亿,70.59%,44.50亿,15.82亿,0.3,,中国生物技术股份有限公司
2016,,,10.76,21.38,29.53%,2.57亿,2474.73%,4.26,,28.3158,2.5258,PE；PS,6.70亿,13.64亿,14.46%,26.22亿,10.31亿,,,中国生物技术股份有限公司
2015,,,9.54,16.18,-11.42%,997.72万,-92.23%,3.77,,477.0,2.5305,PE；PS,5.64亿,11.30亿,7.14%,22.36亿,9.44亿,,,中国生物技术股份有限公司
2014,,,7.05,18.27,-0.54%,1.28亿,-65.49%,3.77,,28.2,1.87,PE；PS,9.53亿,11.20亿,12.38%,22.18亿,8.14亿,,,中国生物技术股份有限公司
2013,,,5.81,18.37,22.24%,3.72亿,22.01%,3.74,,8.0694,1.5535,PE；PS,6.75亿,11.05亿,25.13%,21.76亿,8.79亿,,,中国生物技术股份有限公司
2012,,,3.4,15.02,7.74%,3.05亿,30.67%,3.01,,5.7627,1.1296,PE；PS,4.09亿,7.61亿,24.63%,17.77亿,7.71亿,0.1,,中国生物技术股份有限公司
2011,,,4.36,13.94,15.98%,2.33亿,33.40%,2.5,,9.6889,1.744,PE；PS,3.34亿,5.22亿,20.93%,14.46亿,5.62亿,0.1,,中国生物技术股份有限公司
2010,,,6.18,12.02,9.27%,1.75亿,-17.36%,2.05,,18.1765,3.0146,PE；PS,3.22亿,3.58亿,18.58%,11.42亿,5.19亿,,,中国生物技术股份有限公司
