报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2025-09-30,62.084,1.1049,56.19,4.8302,9.64,-17.78%,2.00亿,-3.93%,23.13,14.99亿,10.26亿,20.72%,25.56亿,6.37亿
2024,37.675,1.1,34.25,2.456,15.34,22.85%,2.55亿,54.64%,21.71,15.00亿,8.81亿,16.64%,23.88亿,5.82亿
2023,33.534,1.08,31.05,2.687,12.48,6.74%,1.65亿,-28.41%,20.47,14.20亿,7.36亿,13.22%,22.11亿,6.88亿
2022,31.408,0.8,39.26,2.6844,11.7,15.49%,2.31亿,0.53%,26.54,13.00亿,6.65亿,19.71%,21.23亿,4.53亿
2021,,,,,10.13,21.24%,2.29亿,18.75%,16.52,4.73亿,6.45亿,22.64%,9.91亿,3.27亿
2020,,,,,8.35,9.99%,1.93亿,15.48%,14.17,4.91亿,5.05亿,23.12%,8.50亿,3.49亿
2019,,,,,7.59,25.93%,1.67亿,100.47%,10.93,2.96亿,3.12亿,22.02%,6.56亿,3.48亿
2018,,,,,6.03,44.02%,8340.66万,75.28%,8.97,2.31亿,2.00亿,13.83%,5.38亿,2.41亿
2017,,,,,4.19,9.61%,4758.41万,23.37%,7.58,1.93亿,1.25亿,11.36%,4.55亿,1.96亿
2016,,,,,3.82,False,3856.97万,False,7.02,8585.00万,8188.82万,10.10%,4.21亿,1.37亿
2014,,,,,5.28,0.39%,5176.64万,13.11%,5.53,6207.39万,1300.88万,9.81%,3.32亿,1.89亿
2013,,,,,5.26,12.01%,4576.83万,-10.38%,9.16,1.01亿,1.81亿,8.71%,3.23亿,2.46亿
2012,,,,,4.69,False,5106.89万,False,7.87,8722.83万,1.40亿,10.88%,2.78亿,1.99亿
