报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2025-09-30,42.673,1.4973,28.5,26.6706,1.2,-2.24%,-1984.52万,-106.60%,3.53,5865.55万,1.56亿,-16.86%,5.37亿,1.36亿
2024,29.448,1.44,20.45,15.4989,1.9,19.27%,-303.54万,49.71%,3.40,8948.63万,1.76亿,-1.60%,5.00亿,8095.23万
2023,19.901,1.44,13.82,12.5164,1.59,22.90%,-603.58万,-13.00%,3.44,1.03亿,1.85亿,-3.79%,5.06亿,7506.32万
2022,14.256,1.44,9.9,10.9662,1.3,-14.18%,-534.16万,-201.92%,3.48,1.05亿,1.91亿,-4.13%,5.12亿,6924.83万
2021,20.246,1.44,14.06,13.4079,1.51,12.43%,524.07万,143.15%,3.53,7904.75万,1.97亿,3.26%,5.17亿,7342.01万
2020,29.261,1.44,20.32,21.5154,1.36,-17.26%,-1214.64万,-310.59%,3.50,5191.33万,1.93亿,-8.90%,5.14亿,6398.88万
2019,15.206,1.44,10.56,9.2158,1.65,-5.18%,576.78万,-77.33%,3.59,7510.58万,2.06亿,3.50%,5.27亿,6344.69万
2018,12.571,1.44,8.73,7.2247,1.74,-3.49%,2544.33万,-30.63%,3.56,1.23亿,2.10亿,14.63%,5.17亿,5994.41万
2017,,,16.75,,1.8,-2.78%,3668.03万,-21.41%,3.43,7693.52万,1.91亿,20.36%,4.94亿,5285.08万
2016,,,33.11,,1.85,3.30%,4667.48万,9.05%,5.82,1.01亿,1.68亿,25.18%,4.66亿,5331.04万
2015,,,,,1.79,-3.09%,4280.32万,14.27%,3.83,5101.20万,1.26亿,23.86%,2.30亿,5571.56万
2014,,,,,1.85,-17.26%,3745.88万,-11.32%,3.12,3043.69万,8601.94万,20.23%,1.87亿,4991.13万
2013,,,,,2.24,8.90%,4224.23万,14.46%,2.49,2820.15万,5049.59万,18.88%,1.50亿,5811.22万
2012,,,,,2.05,38.69%,3690.50万,27.81%,1.85,1787.42万,1363.93万,18.37%,1.11亿,4591.17万
2011,,,,,1.48,False,2887.45万,False,1.84,1737.63万,1847.78万,20.87%,5856.23万,5341.71万
