报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2025-09-30,25.503,3.176,8.03,14.9432,1.28,4.29%,-2549.54万,7.72%,1.53,5926.67万,-1.50亿,-20.76%,4.99亿,7443.13万
2024,19.977,3.176,6.29,12.8884,1.55,-39.00%,-1.15亿,-6.23%,1.62,1.16亿,-1.25亿,-74.96%,5.26亿,8432.60万
2023,20.168,3.176,6.35,7.9402,2.54,-35.26%,-1.09亿,67.84%,1.98,1.82亿,-920.43万,-52.54%,6.46亿,1.29亿
2022,19.024,3.176,5.99,4.8407,3.93,-61.02%,-3.38亿,-1355.31%,2.32,1.22亿,9941.99万,-93.57%,10.06亿,5.08亿
2021,30.331,3.176,9.55,3.009,10.08,-21.21%,2690.92万,-58.19%,3.38,2.82亿,4.37亿,4.44%,13.71亿,6.14亿
2020,33.539,3.176,10.56,2.6223,12.79,9.26%,6435.94万,29.51%,3.33,2.36亿,4.31亿,6.17%,13.32亿,7.36亿
2019,29.473,3.176,9.28,2.5169,11.71,400.31%,4969.47万,158.64%,3.07,1.29亿,3.74亿,8.13%,12.20亿,6.55亿
2018,23.756,3.176,7.48,10.1521,2.34,-20.31%,1921.39万,-55.66%,2.88,1.41亿,3.24亿,8.02%,9.18亿,7519.49万
2017,,,11.75,,2.94,33.64%,4333.17万,83.27%,4.19,4.28亿,3.07亿,14.76%,8.87亿,8503.61万
2016,,,14.68,,2.2,-3.14%,2364.37万,-37.21%,4.03,4.47亿,2.78亿,10.76%,8.54亿,9785.91万
2015,,,17.56,,2.27,-31.41%,3765.21万,-25.31%,3.96,3.78亿,2.68亿,16.60%,8.39亿,1.15亿
2014,,,11.12,,3.31,-38.06%,5041.41万,-21.16%,3.81,4.12亿,2.44亿,15.25%,8.07亿,9689.68万
2013,,,8.03,,5.34,120.75%,6394.50万,19.85%,3.67,5.34亿,2.20亿,11.98%,7.77亿,6876.38万
2012,,,7.3,,2.42,3.43%,5335.41万,-18.70%,3.42,5.53亿,1.73亿,22.06%,7.24亿,5099.59万
2011,,,6.22,,2.34,52.76%,6562.35万,25.41%,5.90,5.11亿,1.49亿,28.07%,6.94亿,5595.76万
2010,,,8.52,,1.53,14.63%,5232.78万,13.40%,9.81,5.38亿,1.03亿,34.19%,6.41亿,4332.09万
