报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2025-09-30,38.058,2.964,12.84,3.2809,8.7,15.88%,7949.26万,191.95%,2.08,8.72亿,2.46亿,9.40%,6.49亿,12.12亿
2024,20.185,2.964,6.81,1.8777,10.75,15.78%,4525.22万,94.36%,1.97,6.46亿,2.19亿,3.39%,6.17亿,12.44亿
2023,20.481,2.964,6.91,2.2046,9.29,21.65%,2328.28万,-31.81%,2.05,3.99亿,2.15亿,2.80%,6.81亿,11.70亿
2022,15.294,2.964,5.16,2.0045,7.63,7.50%,3414.61万,-41.41%,2.10,4.26亿,2.29亿,5.47%,6.93亿,8.79亿
2021,17.458,2.964,5.89,2.4589,7.1,2.70%,5828.28万,0.40%,2.08,5.62亿,2.27亿,9.60%,6.82亿,8.26亿
2020,18.11,2.964,6.11,2.6208,6.91,-0.06%,5805.02万,38.63%,2.06,5.05亿,2.07亿,9.27%,6.79亿,5.92亿
2019,14.387,2.28,6.31,2.079,6.92,24.34%,4187.45万,-2.78%,2.61,3.08亿,1.79亿,7.69%,6.77亿,5.57亿
2018,8.33,1.52,5.48,1.4982,5.56,11.19%,4307.06万,-27.36%,3.93,3.01亿,1.79亿,8.37%,6.35亿,5.05亿
2017,,,6.3,,5.0,10.22%,5929.36万,-0.50%,7.53,3.41亿,1.88亿,11.85%,6.04亿,4.12亿
2016,,,13.1,,4.54,1.29%,5959.16万,20.37%,7.24,3.40亿,1.71亿,13.12%,5.79亿,3.59亿
2015,,,,,4.48,1.11%,4950.82万,11.98%,5.20,2.25亿,1.41亿,11.04%,3.12亿,3.37亿
2014,,,,,4.43,5.44%,4421.05万,9.42%,4.38,1.64亿,9641.38万,9.97%,2.63亿,3.91亿
2013,,,,,4.2,15.34%,4040.46万,13.01%,3.64,1.82亿,5654.52万,9.61%,2.18亿,3.23亿
2012,,,,,3.65,12.79%,3575.36万,42.41%,2.96,1.13亿,2006.89万,9.81%,1.78亿,2.47亿
2011,,,,,3.23,False,2510.65万,False,5.84,1.36亿,7396.32万,7.73%,1.17亿,2.18亿
