报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2025-09-30,36.816,5.6991,6.46,4.6721,5.91,-21.47%,-7366.18万,52.82%,3.47,4.28亿,-5402.94万,-13.86%,20.12亿,2.50亿
2024,26.551,5.0097,5.3,2.1412,12.4,-12.51%,-2.12亿,-1008.19%,3.17,5.49亿,1963.24万,-17.66%,17.26亿,1.98亿
2023,39.607,5.0844,7.79,2.7951,14.17,34.09%,2333.76万,116.18%,3.81,7.16亿,2.81亿,1.43%,20.80亿,2.25亿
2022,36.76,5.0844,7.23,3.4778,10.57,-16.39%,-1.44亿,-173.66%,3.87,9.84亿,3.10亿,-11.99%,21.14亿,2.38亿
2021,72.285,4.2596,16.97,5.7187,12.64,26.12%,1.96亿,14.65%,2.91,3.82亿,5.42亿,15.53%,13.34亿,1.47亿
2020,61.04,4.2596,14.33,6.0918,10.02,16.73%,1.71亿,42.11%,2.88,7.92亿,4.33亿,17.02%,13.20亿,1.31亿
2019,66.109,4.2596,15.52,7.696,8.59,31.73%,1.20亿,4.07%,2.63,4.19亿,3.49亿,14.02%,11.22亿,9597.58万
2018,,,,,6.52,9.88%,1.16亿,6.06%,2.19,2.26亿,2.84亿,17.78%,8.45亿,7763.85万
2017,,,,,5.93,13.13%,1.09亿,2.41%,1.89,2.42亿,1.78亿,18.36%,7.29亿,8826.59万
2016,,,,,5.24,10.23%,1.06亿,15.51%,1.62,2.92亿,7328.77万,19.88%,6.21亿,6734.08万
2015,,,,,4.76,12.00%,9206.67万,33.86%,6.31,1.03亿,2.65亿,19.26%,3.14亿,7999.34万
2014,,,,,4.25,28.21%,6878.00万,17.42%,4.56,8130.50万,1.78亿,16.64%,2.32亿,9969.36万
2013,,,,,3.31,False,5857.82万,False,3.11,9511.06万,1.06亿,17.75%,1.74亿,1.08亿
