报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2025-09-30,122.107,4.6856,26.06,2.1268,43.06,17.21%,5.64亿,17.45%,6.66,5.70亿,25.84亿,13.36%,31.24亿,20.44亿
2024,91.744,4.6856,19.58,1.812,50.63,23.61%,6.08亿,27.42%,6.43,4.99亿,22.49亿,12.41%,30.16亿,18.50亿
2023,79.235,4.6857,16.91,1.9344,40.96,11.30%,4.77亿,17.66%,5.47,4.79亿,18.56亿,12.00%,26.03亿,15.48亿
2022,78.191,4.6877,16.68,2.1248,36.8,4.16%,4.05亿,-21.43%,5.05,5.64亿,15.57亿,11.46%,24.22亿,13.53亿
2021,90.311,4.6915,19.25,2.5562,35.33,29.97%,5.16亿,64.24%,4.66,3.86亿,13.98亿,14.88%,22.34亿,12.60亿
2020,52.228,4.356,11.99,1.9216,27.18,28.59%,3.14亿,62.93%,3.58,3.99亿,10.17亿,11.78%,15.99亿,8.72亿
2019,37.498,4.32,8.68,1.7738,21.14,4.91%,1.93亿,9.97%,2.96,3.24亿,7.54亿,9.28%,13.06亿,8.21亿
2018,22.853,4.32,5.29,1.1341,20.15,0.33%,1.75亿,-36.35%,2.63,2.19亿,6.09亿,8.94%,11.62亿,8.11亿
2017,,,14.78,,20.08,39.20%,2.75亿,153.10%,2.48,1.80亿,5.33亿,14.01%,10.96亿,6.23亿
2016,,,9.49,,14.43,21.35%,1.09亿,50.50%,3.50,1.55亿,3.11亿,7.85%,8.61亿,4.56亿
2015,,,10.83,,11.89,1.17%,7232.32万,-4.89%,3.19,1.70亿,2.41亿,6.48%,7.81亿,3.37亿
2014,,,,,11.75,12.62%,7604.56万,-3.44%,4.23,6185.75万,2.27亿,6.45%,3.93亿,3.54亿
2013,,,,,10.43,21.08%,7875.72万,3.49%,3.38,9921.34万,1.60亿,7.91%,3.16亿,2.89亿
2012,,,,,8.62,12.26%,7610.10万,18.77%,2.72,1.05亿,1.14亿,8.84%,2.48亿,2.35亿
2011,,,,,7.68,False,6407.61万,False,1.87,9273.36万,5103.25万,8.60%,1.71亿,2.62亿
