报告期,总市值,总股本,收盘,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,市销率(PS),市盈率(PE),市净率(PB),评价指标,总现金,未分配利润,销售净利率,股东权益,存货,股息,ST风险,控股股东
2026-06-05,63.244,12.6235,5.01,31.8,-14.92%,-2.25亿,11.17%,6.14,1.9888,,0.816,PE；PB,24.13亿,35.13亿,-7.26%,94.85亿,5.23亿,,20%: 最新年度营业收入下滑,中建新疆建工(集团)有限公司
2026-03-31,63.244,12.6235,5.01,31.8,-14.92%,-2.25亿,11.17%,6.14,0.4972,,0.816,PE；PB,24.13亿,35.13亿,-7.26%,94.85亿,5.23亿,,,中建新疆建工(集团)有限公司
2025,77.256,12.6235,6.12,181.08,-11.01%,-7.30亿,-177.96%,6.32,0.4266,,0.9684,PE；PB,20.67亿,37.39亿,-4.06%,97.42亿,4.57亿,0.125,,中建新疆建工(集团)有限公司
2024,81.295,12.6235,6.44,203.47,-11.01%,-2.63亿,-140.71%,7.04,0.3995,,0.9148,PE；PB,34.88亿,46.46亿,-1.08%,107.19亿,3.87亿,0.11499999999999999,,中建新疆建工(集团)有限公司
2023,78.266,12.6235,6.2,228.63,-8.17%,6.45亿,16.11%,7.39,0.3423,12.6427,0.839,PE；PB,39.51亿,51.18亿,3.17%,110.76亿,3.66亿,0.095,,中建新疆建工(集团)有限公司
2022,86.471,12.6235,6.85,248.97,-7.69%,5.55亿,-34.25%,7.1,0.3473,16.3251,0.9648,PE；PB,46.47亿,46.44亿,2.88%,106.96亿,3.77亿,0.095,,中建新疆建工(集团)有限公司
2021,94.55,12.6235,7.49,269.26,14.96%,8.45亿,7.72%,6.78,0.3511,11.1925,1.1047,PE；PB,53.39亿,42.55亿,3.64%,114.58亿,3.58亿,0.09,,中建新疆建工(集团)有限公司
2020,102.25,12.6235,8.1,234.23,2.30%,7.84亿,18.70%,7.97,0.4365,13.0393,1.0163,PE；PB,50.38亿,35.63亿,4.04%,100.56亿,3.19亿,0.08499999999999999,,中建新疆建工(集团)有限公司
2019,130.275,12.6235,10.32,228.96,21.47%,6.61亿,117.76%,5.67,0.569,19.7172,1.8201,PE；PB,48.94亿,29.30亿,3.20%,92.23亿,3.44亿,0.06999999999999999,,中建新疆建工(集团)有限公司
2018,101.367,12.6235,8.03,188.49,26.33%,3.03亿,186.92%,5.16,0.5378,33.4583,1.5562,PE；PB,31.83亿,23.03亿,1.79%,69.90亿,3.51亿,0.06999999999999999,,中建新疆建工(集团)有限公司
2017,,,15.83,149.2,29.41%,1.06亿,-66.57%,4.99,,158.3,3.1723,PE；PB,46.76亿,21.18亿,0.95%,67.11亿,2.75亿,0.065,,中建新疆建工(集团)有限公司
2016,,,6.7,115.29,11.99%,3.16亿,-8.79%,4.15,,21.6129,1.6145,PE；PB,28.13亿,20.89亿,2.78%,46.45亿,2.41亿,0.1,,中建新疆建工(集团)有限公司
2015,,,7.97,102.95,0.82%,3.47亿,4.23%,7.77,,23.4412,1.0257,PE；PB,22.71亿,18.32亿,3.56%,43.70亿,2.70亿,0.1,,中建新疆建工(集团)有限公司
2014,,,6.74,102.11,18.54%,3.33亿,-18.27%,7.2,,10.5312,0.9361,PE；PB,15.08亿,15.40亿,3.58%,40.24亿,2.82亿,0.1,,中建新疆建工(集团)有限公司
2013,,,4.93,86.14,26.00%,4.07亿,25.85%,6.66,,5.6667,0.7402,PE；PB,14.38亿,12.67亿,5.24%,37.03亿,2.57亿,0.046410099999999996,,中建新疆建工(集团)有限公司
2012,,,4.69,68.37,0.81%,3.23亿,190.97%,5.66,,6.7971,0.8286,PE；PB,8.78亿,8.98亿,6.32%,26.78亿,2.02亿,0.1,,中建新疆建工(集团)有限公司
2011,,,4.32,21.02,54.03%,1.11亿,3.59%,5.23,,8.1509,0.826,PE；PB,5.50亿,4.13亿,5.86%,11.92亿,4979.24万,,,中建新疆建工(集团)有限公司
2010,,,6.68,13.65,49.49%,1.07亿,35.36%,4.7,,13.098,1.4213,PE；PB,4.80亿,3.08亿,8.57%,10.57亿,2916.29万,0.3,,中建新疆建工(集团)有限公司
