报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2026-03-31,30.185,3.4896,8.65,1.609,4.69,0.38%,-6750.51万,4.96%,4.88,4.87亿,-2.89亿,-14.87%,16.92亿,5.77亿
2025,30.08,3.4896,8.62,1.3913,21.62,0.09%,-2.69亿,-7.78%,5.07,5.27亿,-2.22亿,-12.04%,17.61亿,5.79亿
2024,31.023,3.4896,8.89,1.4362,21.6,4.11%,-2.49亿,35.51%,5.84,6.22亿,4687.34万,-11.75%,20.22亿,5.98亿
2023,42.224,3.4896,12.1,2.0359,20.74,28.96%,-3.86亿,14.54%,6.55,6.28亿,2.96亿,-18.98%,22.76亿,5.74亿
2022,67.489,3.4896,19.34,4.1945,16.09,-9.39%,-4.52亿,-1049.51%,7.66,9.99亿,6.82亿,-28.90%,26.69亿,5.50亿
2021,59.882,3.4896,17.16,3.3736,17.75,5.56%,4760.97万,-28.60%,8.96,9.51亿,11.34亿,2.40%,31.28亿,4.94亿
2020,45.308,3.0205,15.0,2.6937,16.82,-48.66%,6667.57万,-95.86%,8.68,7.45亿,11.91亿,3.86%,26.29亿,3.75亿
2019,91.642,3.0205,30.34,2.7974,32.76,80.23%,16.10亿,322.95%,9.06,7.71亿,13.06亿,49.13%,27.45亿,3.56亿
2018,32.984,3.0205,10.92,1.8143,18.18,70.31%,3.81亿,231.01%,3.71,4.68亿,-1.62亿,20.93%,11.21亿,3.65亿
2017,,,10.87,,10.67,-24.22%,-2.91亿,-288.93%,2.45,2.25亿,-5.42亿,-27.22%,7.40亿,2.73亿
2016,,,20.59,,14.09,56.38%,1.54亿,148.74%,3.41,3.38亿,-2.52亿,10.92%,10.30亿,2.46亿
2015,,,17.15,,9.01,-24.07%,-3.16亿,-603.33%,2.90,2.34亿,-4.06亿,-35.03%,8.77亿,1.78亿
2014,,,8.3,,11.86,19.08%,6268.81万,125.54%,3.95,3.64亿,-9019.13万,5.28%,11.92亿,2.37亿
2013,,,8.55,,9.96,-16.36%,-2.45亿,-198.03%,3.74,5.77亿,-1.53亿,-24.63%,11.29亿,1.98亿
2012,,,9.16,,11.91,-11.45%,-8234.70万,-144.02%,4.54,9.10亿,9253.83万,-6.91%,13.72亿,2.16亿
2011,,,12.38,,13.45,34.10%,1.87亿,320.79%,10.63,10.91亿,3.26亿,14.01%,16.06亿,2.14亿
2010,,,10.26,,10.03,38.22%,4445.45万,204.75%,5.74,1.54亿,1.67亿,4.92%,6.33亿,1.59亿
