报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2026-03-31,44.638,8.2817,5.39,0.8486,13.15,12.52%,-1.85亿,-616.31%,1.26,3.31亿,-18.55亿,-14.15%,10.92亿,6.15亿
2025,50.353,8.2817,6.08,1.061,47.46,4.03%,-2.93亿,-1070.41%,1.48,3.05亿,-16.70亿,-6.17%,12.81亿,7.56亿
2024,31.962,8.0509,3.97,0.7006,45.62,12.91%,3015.77万,104.57%,1.88,3.38亿,-13.78亿,0.75%,16.03亿,7.11亿
2023,45.296,8.0455,5.63,1.1212,40.4,1.67%,-6.60亿,-3420.68%,1.79,7.55亿,-14.08亿,-16.00%,15.52亿,6.84亿
2022,48.447,8.061,6.01,1.2191,39.74,-18.35%,1987.15万,102.00%,2.60,12.84亿,-7.48亿,-0.38%,21.82亿,7.38亿
2021,40.546,6.9073,5.87,0.8331,48.67,19.61%,-9.92亿,-850.27%,2.39,7.84亿,-7.62亿,-22.52%,20.05亿,8.80亿
2020,54.8,6.9105,7.93,1.3468,40.69,69.55%,1.32亿,-5.89%,3.77,12.02亿,2.48亿,6.03%,30.58亿,9.71亿
2019,29.258,4.3281,6.76,1.2191,24.0,-14.30%,1.41亿,148.94%,4.15,5.26亿,1.40亿,7.55%,20.50亿,3.53亿
2018,19.446,3.8055,5.11,0.6943,28.01,-8.52%,-2.87亿,-524.46%,2.95,5.48亿,-348.46万,-9.34%,15.00亿,3.89亿
2017,,,8.21,,30.61,10.80%,6765.78万,-57.40%,4.30,4.02亿,3.22亿,3.47%,18.67亿,3.60亿
2016,,,10.76,,27.63,10.30%,1.59亿,53.38%,4.33,4.04亿,3.22亿,6.31%,19.56亿,4.19亿
2015,,,12.64,,25.05,26.01%,1.04亿,69.70%,4.04,7.80亿,2.38亿,4.29%,16.56亿,1.51亿
2014,,,7.07,,19.88,-0.11%,6101.81万,44.85%,2.61,1.59亿,1.72亿,3.15%,8.29亿,1.48亿
2013,,,4.35,,19.9,12.50%,4212.36万,-21.85%,5.71,3.25亿,1.68亿,2.15%,8.22亿,1.73亿
2012,,,3.74,,17.69,18.58%,5390.32万,-5.90%,5.71,5.19亿,1.74亿,3.14%,8.21亿,1.23亿
2011,,,3.42,,14.92,29.73%,5728.36万,1.74%,8.30,5.73亿,1.54亿,3.95%,7.96亿,1.20亿
2010,,,,,11.5,8.85%,5630.17万,-3.55%,2.93,8239.49万,1.28亿,4.99%,2.18亿,1.00亿
