报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2025-09-30,59.97,3.695,16.23,1.7063,26.36,-9.70%,-3179.86万,-143.88%,5.74,3.01亿,4.45亿,-1.11%,22.45亿,2.61亿
2024,61.481,3.697,16.63,1.6082,38.23,24.62%,6312.56万,-37.55%,5.82,2.74亿,5.14亿,1.39%,22.72亿,1.75亿
2023,55.054,3.0808,17.87,1.795,30.67,-4.80%,1.01亿,26.37%,5.65,11.02亿,5.00亿,2.95%,22.04亿,8207.08万
2022,67.515,3.0633,22.04,2.0954,32.22,65.03%,7998.35万,25.38%,3.23,2.39亿,4.12亿,2.83%,10.79亿,6613.01万
2021,54.505,2.9915,18.22,2.7923,19.52,34.11%,6379.35万,135.04%,3.01,3.89亿,3.44亿,3.72%,9.50亿,6984.95万
2020,20.043,2.9915,6.7,1.3766,14.56,-16.59%,2714.17万,-54.99%,2.83,5.19亿,2.88亿,1.88%,8.67亿,4590.09万
2019,21.625,2.8491,7.59,1.2393,17.45,-13.21%,6029.98万,15.80%,2.85,5.75亿,2.83亿,3.36%,8.35亿,4916.35万
2018,21.327,2.7134,7.86,1.0605,20.11,26.64%,5207.36万,628.64%,2.70,5.38亿,2.49亿,2.32%,7.58亿,3976.86万
2017,,,11.16,,15.88,16.55%,-985.06万,-132.47%,2.49,4.90亿,1.97亿,-0.79%,6.86亿,5940.66万
2016,,,22.15,,13.63,-8.08%,3033.76万,-37.58%,2.71,4.87亿,2.32亿,0.85%,7.13亿,3637.56万
2015,,,30.18,,14.82,1.47%,4860.41万,19.79%,2.76,4.20亿,2.14亿,3.18%,7.10亿,3858.37万
2014,,,12.43,,14.61,-24.09%,4057.27万,-35.04%,2.72,3.88亿,1.89亿,2.50%,6.71亿,2745.86万
2013,,,12.44,,19.25,-4.99%,6245.35万,1.04%,2.86,3.71亿,1.81亿,3.12%,6.45亿,3649.94万
2012,,,8.05,,20.26,30.35%,6180.88万,61.50%,2.71,3.74亿,1.50亿,3.04%,6.10亿,2752.42万
2011,,,7.89,,15.54,-4.36%,3827.08万,-11.22%,2.52,3.20亿,1.16亿,2.55%,5.38亿,3103.61万
2010,,,12.68,,16.25,41.61%,4310.91万,-20.58%,2.58,2.81亿,1.05亿,2.10%,5.03亿,2798.39万
