报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2025-09-30,1169.763,99.8944,11.71,0.3851,2278.15,-7.09%,8.88亿,1.34%,4.37,222.71亿,282.62亿,1.15%,964.45亿,420.01亿
2024,906.234,101.2552,8.95,0.2776,3264.75,0.42%,7.24亿,-37.44%,4.33,148.33亿,283.30亿,0.65%,948.24亿,445.67亿
2023,1026.728,101.2552,10.14,0.3158,3251.12,12.46%,11.58亿,-65.33%,4.38,130.70亿,288.60亿,0.49%,946.69亿,617.34亿
2022,1205.949,101.2552,11.91,0.4171,2890.95,57.91%,33.41亿,-74.76%,4.67,184.27亿,292.66亿,2.20%,971.67亿,606.90亿
2021,1762.853,101.2552,17.41,0.9629,1830.75,65.03%,132.36亿,81.10%,4.82,180.27亿,276.05亿,13.36%,960.47亿,471.10亿
2020,1184.686,67.5035,17.55,1.1044,1072.65,30.02%,73.09亿,231.17%,5.48,107.66亿,155.62亿,12.47%,698.60亿,235.46亿
2019,490.077,62.9111,7.79,0.594,825.0,-9.76%,22.07亿,37.28%,3.59,129.64亿,91.18亿,3.58%,415.68亿,265.85亿
2018,395.711,62.9111,6.29,0.4328,914.25,26.91%,16.08亿,-20.29%,3.33,149.80亿,76.14亿,2.15%,357.79亿,65.02亿
2017,,,5.92,,720.39,55.01%,20.17亿,5.00%,3.74,85.81亿,65.43亿,2.94%,258.84亿,44.23亿
2016,,,4.2,,455.01,58.69%,19.21亿,445.44%,4.98,60.58亿,49.33亿,4.30%,177.79亿,24.62亿
2015,,,4.22,,286.74,-9.86%,3.52亿,201.44%,4.25,33.02亿,31.01亿,1.01%,128.83亿,21.94亿
2014,,,1.65,,318.11,8.36%,-3.47亿,-250.82%,5.90,30.14亿,28.04亿,-1.89%,87.01亿,18.36亿
2013,,,1.12,,293.56,23.05%,2.30亿,-8.71%,6.32,29.84亿,32.63亿,1.03%,94.22亿,20.25亿
2012,,,1.44,,238.57,-0.07%,2.52亿,-84.44%,6.12,33.47亿,30.75亿,1.61%,89.57亿,17.44亿
2011,,,2.21,,238.73,51.14%,16.20亿,5.43%,6.39,36.51亿,33.89亿,9.36%,88.23亿,12.33亿
2010,,,4.09,,157.96,55.29%,15.37亿,96.34%,10.69,40.77亿,22.72亿,14.08%,72.38亿,7.72亿
