报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2025-09-30,719.963,66.1123,10.89,0.5859,921.62,-14.90%,1.26亿,108.91%,5.06,177.20亿,35.70亿,0.12%,377.44亿,196.42亿
2024,542.781,66.1122,8.21,0.3942,1376.75,-1.97%,-22.97亿,-420.33%,5.01,137.43亿,34.44亿,-1.66%,374.72亿,168.73亿
2023,627.404,66.1121,9.49,0.4467,1404.4,119.87%,7.17亿,17.35%,5.23,100.95亿,64.22亿,0.51%,354.92亿,182.08亿
2022,844.91,66.1119,12.78,1.3228,638.73,21.13%,6.11亿,-86.64%,5.26,124.91亿,64.12亿,0.85%,363.45亿,175.41亿
2021,907.038,48.3496,18.76,1.7215,526.9,53.48%,45.75亿,496.75%,4.44,135.42亿,66.47亿,9.83%,294.47亿,60.86亿
2020,441.906,48.3486,9.14,1.3113,336.99,-8.48%,7.67亿,-52.49%,3.63,191.16亿,26.40亿,1.37%,301.47亿,39.11亿
2019,197.021,40.2905,4.89,0.7916,248.88,6.98%,16.14亿,67.18%,3.48,60.05亿,20.39亿,6.48%,153.00亿,28.59亿
2018,204.273,40.2905,5.07,0.8781,232.64,13.13%,9.65亿,-32.46%,3.21,34.75亿,20.21亿,4.59%,156.96亿,37.34亿
2017,,,4.85,,162.99,40.21%,14.29亿,869.71%,2.94,19.25亿,16.16亿,20.50%,66.00亿,17.42亿
2016,,,4.84,,7.93,14.30%,1.47亿,-11.65%,2.84,4.28亿,11.97亿,18.56%,34.67亿,5.50亿
2015,,,5.75,,6.94,-11.64%,1.67亿,-25.91%,2.65,3.19亿,11.29亿,24.08%,32.44亿,5.14亿
2014,,,4.54,,7.85,-23.52%,2.25亿,-31.79%,2.56,3.78亿,10.42亿,28.61%,31.28亿,5.45亿
2013,,,2.81,,10.27,17.33%,3.30亿,107.19%,2.43,4.80亿,9.03亿,32.19%,29.64亿,3.05亿
2012,,,2.65,,8.75,-18.39%,1.59亿,40.46%,2.21,4.56亿,6.67亿,18.23%,26.94亿,5.05亿
2011,,,2.43,,10.73,17.02%,1.13亿,48.17%,2.10,4.01亿,5.48亿,10.05%,25.59亿,5.30亿
2010,,,4.27,,9.17,23.33%,7655.14万,-16.32%,2.08,4.70亿,5.31亿,7.81%,25.45亿,5.47亿
