报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2026-03-31,32.275,0.7796,41.4,8.0754,0.999171,13.03%,68.36万,170.71%,21.97,9.32亿,1.09亿,0.68%,17.13亿,2676.46万
2025,31.971,0.7796,41.01,7.5941,4.21,10.44%,3143.65万,383.97%,21.92,10.34亿,1.09亿,7.47%,17.09亿,1871.56万
2024,18.024,0.7796,23.12,4.7307,3.81,4.01%,649.55万,131.56%,21.59,10.11亿,8125.75万,1.70%,16.83亿,1266.98万
2023,29.874,0.7796,38.32,8.1401,3.67,20.99%,-2058.26万,-281.18%,22.28,10.25亿,8719.33万,-5.62%,17.37亿,1582.81万
2022,38.099,0.7796,48.87,12.5739,3.03,10.06%,-539.96万,-108.87%,22.65,11.31亿,1.09亿,-1.78%,17.66亿,1710.24万
2021,54.307,0.7796,69.66,19.748,2.75,40.31%,6086.09万,36.59%,22.88,16.76亿,1.34亿,22.11%,17.84亿,1501.11万
2020,,,,,1.96,26.74%,4455.59万,91.64%,4.36,1.42亿,8098.51万,22.71%,2.55亿,1175.11万
2019,,,,,1.55,27.47%,2324.99万,53.86%,2.57,1.08亿,4094.03万,15.02%,1.35亿,1375.77万
2018,,,,,1.21,59.18%,1511.12万,194.13%,2.13,5211.71万,1995.84万,12.44%,1.12亿,1693.30万
2017,,,,,0.762914,26.07%,-1605.34万,-209.78%,5.53,2807.44万,484.72万,-21.04%,9701.53万,1746.18万
2016,,,,,0.60517,33.29%,1462.27万,37.97%,6.59,7156.50万,963.72万,24.16%,7530.47万,1774.18万
2015,,,,,0.454032,38.85%,1059.88万,11.26%,6.23,8220.44万,1108.96万,23.34%,6068.21万,370.45万
2014,,,,,0.326993,False,952.64万,False,1.50,3114.23万,281.18万,29.13%,1134.44万,158.56万
