报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2026-03-31,210.712,12.1518,17.34,0.4111,128.13,2.14%,-8240.58万,-141.97%,6.08,136.35亿,13.37亿,-0.45%,132.93亿,11.57亿
2025,220.195,11.3796,19.35,0.4478,491.7,-27.04%,-1.27亿,-138.54%,6.14,126.74亿,14.21亿,0.26%,133.39亿,11.39亿
2024,199.484,11.3796,17.53,0.296,673.89,19.73%,3.30亿,0.03%,5.71,122.53亿,16.32亿,1.22%,123.94亿,10.77亿
2023,237.834,11.3796,20.9,0.4226,562.84,10.25%,3.30亿,308.10%,5.70,101.53亿,13.96亿,1.55%,118.75亿,9.23亿
2022,225.771,11.3796,19.84,0.4422,510.52,15.67%,-1.58亿,-140.93%,4.89,96.17亿,11.65亿,1.40%,101.26亿,11.24亿
2021,231.05,11.3874,20.29,0.5235,441.34,33.21%,3.87亿,81.07%,5.30,84.13亿,14.56亿,2.59%,97.18亿,10.61亿
2020,72.355,4.1322,17.51,0.2257,320.58,1.31%,2.14亿,59.56%,3.83,68.87亿,10.39亿,12.43%,72.14亿,8.59亿
2019,57.148,4.1322,13.83,3.8073,15.01,-6.22%,1.34亿,25.17%,3.56,10.34亿,7.24亿,10.51%,16.58亿,4.33亿
2018,28.016,4.1322,6.78,1.7499,16.01,-14.96%,1.07亿,186.61%,3.31,9.39亿,6.31亿,6.98%,15.16亿,2.81亿
2017,,,9.69,,18.82,-13.40%,3733.95万,-38.50%,3.49,7.98亿,5.34亿,0.76%,16.73亿,3.04亿
2016,,,14.37,,19.87,0.88%,6071.29万,11.21%,3.40,6.03亿,4.95亿,2.30%,15.50亿,2.81亿
2015,,,20.49,,19.7,-35.85%,5459.15万,-45.29%,3.92,8.08亿,4.44亿,2.51%,15.08亿,3.17亿
2014,,,8.79,,30.71,-11.35%,9978.28万,1075.74%,3.83,5.91亿,4.05亿,1.24%,14.92亿,3.33亿
2013,,,6.9,,16.25,7.16%,848.68万,-95.27%,3.77,2.41亿,2.33亿,0.92%,10.15亿,3.21亿
2012,,,5.69,,15.17,-11.91%,1.80亿,559.78%,3.91,3.49亿,2.68亿,11.80%,10.48亿,4.84亿
2011,,,4.48,,17.22,14.35%,2721.86万,27.69%,3.14,2.71亿,1.02亿,2.61%,8.70亿,4.96亿
2010,,,7.56,,15.06,19.91%,2131.66万,-47.69%,3.14,2.75亿,1.04亿,3.22%,8.55亿,5.46亿
