报告期,总市值,总股本,收盘,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,市销率(PS),市盈率(PE),市净率(PB),评价指标,总现金,未分配利润,销售净利率,股东权益,存货,股息,ST风险,控股股东
2026-06-05,52.772,10.2272,5.16,8.12,43.92%,3388.94万,-25.85%,5.12,6.499,152.6627,1.0078,PE；PB,11.39亿,15.01亿,4.23%,54.06亿,21.54亿,0.018,20%: 最新年度净利润同比下降,珠海港控股集团有限公司
2026-03-31,52.772,10.2272,5.16,8.12,43.92%,3388.94万,-25.85%,5.12,1.6248,152.6627,1.0078,PE；PB,11.39亿,15.01亿,4.23%,54.06亿,21.54亿,0.018,,珠海港控股集团有限公司
2025,58.498,10.227,5.72,39.57,20.91%,1.09亿,141.83%,5.09,1.4783,52.5735,1.1238,PE；PB,8.71亿,14.67亿,2.84%,53.70亿,20.83亿,0.01,,珠海港控股集团有限公司
2024,50.724,10.2267,4.96,32.73,-22.72%,-2.62亿,-204.00%,5.03,1.5498,,0.9861,PE；PB,9.72亿,13.84亿,-7.94%,53.08亿,15.66亿,0.074,,珠海港控股集团有限公司
2023,56.65,8.0929,7.0,42.35,1.26%,2.51亿,9.58%,5.42,1.3377,25.5009,1.2915,PE；PB,12.61亿,17.27亿,5.84%,57.03亿,12.74亿,0.08499999999999999,,珠海港控股集团有限公司
2022,62.276,7.9739,7.81,41.83,0.93%,2.29亿,-49.57%,4.78,1.4888,27.4324,1.6339,PE；PB,12.32亿,15.73亿,5.60%,40.43亿,8.76亿,0.15,,珠海港控股集团有限公司
2021,56.474,3.9631,14.25,41.44,19.16%,4.55亿,6.41%,4.57,1.3628,22.7599,3.1182,PE；PB,14.55亿,14.88亿,9.74%,38.77亿,10.09亿,0.26,,珠海港控股集团有限公司
2020,20.054,2.2763,8.81,34.25,38.99%,4.28亿,58.67%,5.79,0.5855,13.7721,1.5216,PE；PB,10.07亿,11.60亿,13.56%,24.62亿,5.93亿,0.5599999999999999,,珠海港控股集团有限公司
2019,6.975,1.5001,4.65,24.64,76.83%,2.69亿,163.33%,9.03,0.2831,6.6667,0.515,PE；PB,8.36亿,8.90亿,11.54%,21.14亿,8.28亿,0.145,,珠海港控股集团有限公司
2018,3.975,1.5001,2.65,13.94,88.83%,1.02亿,7.07%,11.72,0.2852,5.8267,0.2261,PE；PB,3.90亿,6.51亿,8.31%,18.32亿,7.54亿,0.15,,珠海港控股集团有限公司
2017,,,4.62,7.38,-23.19%,9558.28万,-44.22%,11.17,,7.2505,0.4136,PE；PB,2.25亿,5.74亿,13.22%,17.11亿,3.96亿,0.33599999999999997,,珠海港控股集团有限公司
2016,,,11.28,9.61,-5.12%,1.71亿,-0.73%,19.33,,7.6118,0.5835,PE；PB,6.08亿,5.16亿,18.22%,16.35亿,3.01亿,,,珠海港控股集团有限公司
2015,,,,10.13,5.95%,1.73亿,134.57%,10.2,,,,PE；PB,1.62亿,3.58亿,17.62%,6.57亿,4.81亿,,,珠海港控股集团有限公司
2014,,,,9.56,65.27%,7358.70万,87.86%,7.44,,,,PE；PB,1.22亿,1.97亿,7.99%,4.79亿,4.49亿,,,珠海港控股集团有限公司
2013,,,,5.78,25.58%,3917.11万,3.21%,6.26,,,,PE；PB,1.48亿,1.29亿,7.15%,4.03亿,4.59亿,,,珠海港控股集团有限公司
2012,,,,4.6,5.34%,3795.41万,78.64%,5.63,,,,PE；PB,8129.64万,9342.65万,8.11%,3.61亿,3.58亿,,,珠海港控股集团有限公司
2011,,,,4.37,False,2124.60万,False,5.03,,,,PE；PB,1.51亿,5924.10万,4.86%,3.14亿,2.70亿,,,珠海港控股集团有限公司
