报告期,总市值,总股本,收盘,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,市销率(PS),市盈率(PE),市净率(PB),评价指标,总现金,未分配利润,销售净利率,股东权益,存货,股息,ST风险,控股股东
2026-06-05,25.45,6.3625,4.0,1.4,65.23%,-1281.11万,-488.26%,-0.08,18.1786,,,PE；PB,2.54亿,-21.87亿,-9.78%,8199.92万,2.62亿,,20%: 最新年度净利润同比下降,佛山市建设发展集团有限公司
2026-03-31,25.45,6.3625,4.0,1.4,65.23%,-1281.11万,-488.26%,-0.08,4.5446,,,PE；PB,2.54亿,-21.87亿,-9.78%,8199.92万,2.62亿,,,佛山市建设发展集团有限公司
2025,25.824,6.0336,4.28,4.57,-34.26%,-2.89亿,-145.33%,-0.06,5.6508,,,PE；PB,3.30亿,-21.73亿,-65.71%,9296.55万,2.17亿,,,佛山市建设发展集团有限公司
2024,23.592,6.1277,3.85,6.95,-32.23%,-1.18亿,21.02%,0.14,3.3945,,27.5,PE；PB,4.27亿,-18.82亿,-18.23%,2.46亿,3.44亿,,,佛山市建设发展集团有限公司
2023,20.511,5.1277,4.0,10.25,11.73%,-1.49亿,59.40%,0.33,2.0011,,12.1212,PE；PB,2.67亿,-17.64亿,-16.05%,3.58亿,3.53亿,,,佛山市建设发展集团有限公司
2022,20.972,5.1277,4.09,9.18,-52.36%,-3.68亿,77.85%,0.13,2.2845,,31.4615,PE；PB,2.21亿,-16.15亿,-40.66%,2.33亿,2.73亿,,,佛山市建设发展集团有限公司
2021,22.203,5.1276,4.33,19.26,-23.57%,-16.61亿,-1138.82%,0.85,1.1528,,5.0941,PE；PB,2.44亿,-12.47亿,-86.71%,6.03亿,3.17亿,0.5,,佛山市建设发展集团有限公司
2020,22.459,5.1276,4.38,25.2,-13.06%,1.60亿,-34.76%,4.6,0.8912,14.129,0.9522,PE；PB,13.64亿,6.66亿,6.17%,25.28亿,3.80亿,0.7,,佛山市建设发展集团有限公司
2019,23.696,5.129,4.62,28.99,1.73%,2.45亿,-1.78%,4.98,0.8174,9.625,0.9277,PE；PB,9.99亿,8.79亿,8.46%,26.13亿,8.38亿,0.4,,佛山市建设发展集团有限公司
2018,11.035,2.4798,4.45,28.49,11.06%,2.50亿,3.27%,4.87,0.3873,8.452,0.9138,PE；PB,8.55亿,8.60亿,8.76%,25.00亿,8.45亿,0.1,,佛山市建设发展集团有限公司
2017,,,9.32,25.65,69.10%,2.42亿,79.35%,6.05,,15.3038,1.5405,PE；PB,3.12亿,6.67亿,9.42%,14.97亿,8.87亿,0.1,,佛山市建设发展集团有限公司
2016,,,9.55,15.17,45.05%,1.35亿,39.02%,4.94,,16.6492,1.9332,PE；PB,4.55亿,4.74亿,8.88%,12.25亿,8.22亿,0.2,,佛山市建设发展集团有限公司
2015,,,11.56,10.46,10.72%,9692.18万,7.51%,9.18,,25.0488,1.2593,PE；PB,2.99亿,3.77亿,9.27%,11.02亿,7.20亿,,,佛山市建设发展集团有限公司
2014,,,,9.45,11.25%,9015.39万,-7.66%,6.0,,,,PE；PB,1.35亿,2.90亿,9.54%,5.40亿,6.92亿,,,佛山市建设发展集团有限公司
2013,,,,8.49,20.38%,9763.34万,11.97%,5.1,,,,PE；PB,1.30亿,2.17亿,11.50%,4.59亿,5.10亿,,,佛山市建设发展集团有限公司
2012,,,,7.05,13.02%,8719.79万,7.93%,4.1,,,,PE；PB,9365.46万,1.37亿,12.36%,3.69亿,3.47亿,,,佛山市建设发展集团有限公司
2011,,,,6.24,False,8079.15万,False,3.13,,,,PE；PB,1.46亿,5817.11万,12.94%,2.82亿,1.95亿,,,佛山市建设发展集团有限公司
