报告期,总市值,总股本,收盘,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,市销率(PS),市盈率(PE),市净率(PB),评价指标,总现金,未分配利润,销售净利率,股东权益,存货,股息,ST风险,控股股东
2026-06-12,62.929,5.397,11.66,5.38,-24.97%,2151.65万,-36.89%,5.3,11.6968,291.5,2.2,PE；PB,8.12亿,11.45亿,3.82%,29.45亿,2.79亿,0.1,40%: 最新年度营业收入下滑；最新年度净利润同比下降,隆基绿能科技股份有限公司
2026-03-31,62.929,5.397,11.66,5.38,-24.97%,2151.65万,-36.89%,5.3,2.9242,291.5,2.2,PE；PB,8.12亿,11.45亿,3.82%,29.45亿,2.79亿,0.1,,隆基绿能科技股份有限公司
2025,75.072,5.397,13.91,30.06,2.37%,1.03亿,40.14%,5.26,2.4974,73.2105,2.6445,PE；PB,9.20亿,11.23亿,3.57%,29.25亿,3.86亿,0.05,,隆基绿能科技股份有限公司
2024,51.541,5.397,9.55,29.36,-16.47%,7355.83万,27.26%,5.11,1.7555,68.2143,1.8689,PE；PB,9.11亿,10.56亿,2.51%,27.97亿,3.39亿,0.05,,隆基绿能科技股份有限公司
2023,72.469,5.388,13.45,35.15,-16.98%,5780.12万,8.15%,5.01,2.0617,122.2727,2.6846,PE；PB,11.31亿,10.13亿,1.63%,27.26亿,6.61亿,0.05,,隆基绿能科技股份有限公司
2022,149.84,5.388,27.81,42.34,34.85%,5344.33万,62.87%,4.97,3.539,278.1,5.5956,PE；PB,17.00亿,9.83亿,1.29%,26.99亿,5.86亿,0.05,,隆基绿能科技股份有限公司
2021,221.865,4.8002,46.22,31.4,-0.41%,3281.41万,-82.02%,4.93,7.0658,770.3333,9.3753,PE；PB,7.35亿,9.63亿,1.00%,26.77亿,1.52亿,0.11000000000000001,,隆基绿能科技股份有限公司
2020,38.881,4.8001,8.1,31.53,-6.08%,1.82亿,-14.15%,4.32,1.2331,21.3158,1.875,PE；PB,8.49亿,9.94亿,5.79%,21.37亿,1.22亿,0.15,,隆基绿能科技股份有限公司
2019,51.409,4.8001,10.71,33.57,14.51%,2.13亿,-3.44%,4.18,1.5314,24.3409,2.5622,PE；PB,10.60亿,9.41亿,6.31%,20.68亿,9.78亿,0.1,,隆基绿能科技股份有限公司
2018,52.361,4.0001,13.09,29.31,37.21%,2.20亿,9.83%,3.86,1.7865,28.4565,3.3912,PE；PB,4.29亿,7.99亿,7.50%,18.56亿,12.68亿,0.16,,隆基绿能科技股份有限公司
2017,,,14.02,21.36,25.96%,2.00亿,-3.13%,4.2,,33.381,3.3381,PE；PB,4.10亿,6.65亿,9.38%,16.82亿,12.37亿,0.3,,隆基绿能科技股份有限公司
2016,,,18.78,16.96,58.19%,2.07亿,19.46%,3.98,,30.7869,4.7186,PE；PB,6.71亿,6.05亿,12.20%,15.94亿,7.52亿,,,隆基绿能科技股份有限公司
2015,,,,10.72,-22.22%,1.73亿,-32.78%,2.87,,,,PE；PB,9915.90万,5.20亿,16.15%,9.69亿,6.93亿,,,隆基绿能科技股份有限公司
2014,,,,13.78,14.04%,2.58亿,8.99%,2.35,,,,PE；PB,9829.63万,3.64亿,18.69%,7.93亿,7.01亿,,,隆基绿能科技股份有限公司
2013,,,,12.09,29.00%,2.36亿,46.93%,2.66,,,,PE；PB,6959.70万,3.12亿,19.56%,5.98亿,5.41亿,,,隆基绿能科技股份有限公司
2012,,,,9.37,12.02%,1.61亿,62.30%,1.69,,,,PE；PB,5593.90万,1.22亿,17.17%,3.80亿,3.09亿,,,隆基绿能科技股份有限公司
2011,,,,8.37,False,9913.82万,False,9.5,,,,PE；PB,6956.96万,1.73亿,11.88%,2.20亿,2.32亿,,,隆基绿能科技股份有限公司
