报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2026-03-31,117.415,19.03,6.17,6.3399,4.63,-9.83%,1.96亿,-21.86%,3.85,11.49亿,22.74亿,44.98%,75.71亿,4036.68万
2025,103.143,19.03,5.42,6.4184,16.07,-7.69%,5.22亿,-19.89%,3.75,20.04亿,20.78亿,34.71%,73.58亿,4116.33万
2024,114.18,19.03,6.0,6.5583,17.41,0.54%,6.51亿,-4.03%,3.56,14.20亿,17.15亿,39.74%,69.34亿,4486.17万
2023,80.878,19.03,4.25,4.6696,17.32,-3.30%,6.78亿,-6.91%,3.28,14.14亿,12.81亿,41.72%,64.30亿,3196.56万
2022,97.624,19.03,5.13,5.4508,17.91,14.84%,7.29亿,6.94%,3.02,13.72亿,8.10亿,43.83%,59.34亿,3741.12万
2021,159.471,19.03,8.38,10.2291,15.59,22.41%,6.82亿,40.26%,2.63,8.83亿,1.07亿,46.41%,51.95亿,3037.27万
2020,66.727,16.893,3.95,5.3296,12.52,74.42%,4.86亿,151.95%,2.10,8.96亿,-5.75亿,42.74%,37.64亿,2426.21万
2019,32.983,9.9947,3.3,4.5937,7.18,10.81%,1.93亿,47.95%,2.00,8.96亿,-10.61亿,27.76%,33.62亿,2006.00万
2018,30.384,9.9947,3.04,5.7985,5.24,3.43%,1.30亿,-15.07%,1.87,2.46亿,-12.98亿,27.61%,19.53亿,1805.18万
2017,,,3.87,,5.07,28.53%,1.53亿,45.50%,1.73,2.97亿,-14.28亿,33.80%,18.15亿,1461.88万
2016,,,5.23,,3.94,-41.94%,1.05亿,1723.39%,1.58,3.97亿,-15.82亿,30.14%,16.50亿,1027.46万
2015,,,6.99,,6.79,-52.72%,578.47万,101.12%,1.48,3.41亿,-16.87亿,4.48%,15.45亿,613.62万
2014,,,4.98,,14.36,-24.03%,-5.17亿,33.03%,0.14,2.22亿,-16.93亿,-52.45%,12.26亿,2.78亿
2013,,,3.5,,14.09,-3.96%,-7.72亿,-3505.00%,0.91,1.09亿,-13.09亿,-54.79%,6.63亿,3.68亿
2012,,,3.64,,14.67,-30.68%,2266.98万,107.47%,1.98,5.32亿,-5.37亿,1.51%,14.37亿,4.36亿
2011,,,5.37,,21.16,-6.53%,-3.03亿,-2881.13%,2.02,4.03亿,-5.59亿,-14.40%,15.02亿,4.43亿
2010,,,4.64,,22.64,82.76%,1090.71万,102.44%,2.46,5.33亿,-2.56亿,0.41%,18.26亿,4.67亿
