报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2025-09-30,47.1,1.0656,44.2,4.7289,7.47,16.44%,1.42亿,27.40%,19.56,12.52亿,6.42亿,18.93%,20.98亿,1.59亿
2024,31.24,0.7612,41.04,3.518,8.88,13.81%,1.50亿,2.40%,26.12,14.96亿,5.50亿,16.83%,20.43亿,1.63亿
2023,,,,,7.8,29.47%,1.47亿,26.90%,18.76,8.08亿,4.17亿,18.87%,10.80亿,1.03亿
2022,,,,,6.03,10.54%,1.16亿,109.25%,15.96,7.37亿,2.87亿,19.30%,9.19亿,1.07亿
2021,,,,,5.45,50.78%,5534.37万,24.03%,13.69,5.31亿,1.83亿,10.17%,7.82亿,1.26亿
2020,,,,,3.62,20.88%,4462.16万,-8.15%,5.03,9125.18万,1.33亿,12.29%,2.50亿,1.38亿
2019,,,,,2.99,40.74%,4858.33万,2.56%,4.13,7396.51万,9405.68万,16.14%,2.06亿,9625.92万
2018,,,,,2.13,37.78%,4737.02万,40.34%,3.95,8639.36万,9082.82万,21.99%,1.97亿,6944.00万
2017,,,,,1.54,43.25%,3375.45万,33.34%,3.01,2629.95万,4583.17万,21.88%,1.50亿,4582.10万
2016,,,,,1.08,33.79%,2531.50万,-0.41%,2.33,2285.87万,1550.60万,23.51%,1.16亿,4089.07万
2015,,,,,0.804936,39.49%,2542.01万,43.37%,2.83,2698.77万,3955.65万,31.58%,6794.01万,2284.13万
2014,,,,,0.577075,False,1773.09万,False,2.55,1090.28万,1669.51万,30.73%,3055.01万,1456.60万
