报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2026-03-31,10.156,1.24,8.19,2.6813,0.946945,2.80%,-469.52万,72.00%,7.07,1.34亿,2.85亿,-4.96%,8.76亿,9757.12万
2025,11.247,1.24,9.07,2.5975,4.33,-16.12%,-5157.78万,30.68%,7.10,8988.95万,2.90亿,-11.91%,8.81亿,1.03亿
2024,11.644,1.24,9.39,2.2566,5.16,-17.05%,-7440.10万,-509.83%,7.46,1.94亿,3.41亿,-14.41%,9.25亿,1.13亿
2023,11.968,1.28,9.35,1.9241,6.22,5.96%,-1220.03万,75.06%,8.06,2.06亿,4.16亿,-1.96%,9.99亿,1.08亿
2022,8.704,1.28,6.8,1.4828,5.87,3.74%,-4891.12万,-158.59%,7.90,1.58亿,4.28亿,-8.37%,10.12亿,8553.91万
2021,18.765,1.28,14.66,3.3154,5.66,25.45%,8348.53万,11.41%,8.33,3.44亿,4.77亿,14.75%,10.66亿,9584.54万
2020,15.027,1.28,11.74,3.3319,4.51,-19.10%,7493.71万,-17.80%,7.96,2.50亿,4.38亿,16.60%,10.19亿,1.06亿
2019,,,,,5.58,1.38%,9116.93万,26.19%,7.54,2.04亿,3.70亿,16.34%,9.14亿,1.10亿
2018,,,,,5.5,-8.65%,7224.75万,-8.94%,7.04,1.36亿,3.17亿,13.13%,8.53亿,1.17亿
2017,,,,,6.02,2.12%,7933.83万,-18.67%,6.44,1.14亿,2.53亿,13.17%,7.81亿,9933.61万
2016,,,,,5.9,10.10%,9755.45万,59.22%,6.28,1.58亿,2.43亿,16.54%,7.61亿,8724.89万
2015,,,,,5.36,7.22%,6127.04万,305.69%,3.52,586.07万,1.56亿,11.44%,3.52亿,8947.88万
2014,,,,,5.0,-19.44%,1510.28万,-80.29%,2.65,3757.35万,1.01亿,3.02%,2.65亿,5393.90万
2013,,,,,6.2,False,7662.87万,False,2.49,5956.54万,8773.13万,12.36%,2.49亿,4597.16万
