报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2025-09-30,31.442,6.4562,4.87,4.5175,5.22,2.66%,9879.08万,18.02%,1.75,2.79亿,1.05亿,18.99%,11.45亿,4618.83万
2024,31.571,6.4562,4.89,4.1541,7.6,17.71%,9829.05万,23.10%,1.69,2.89亿,6993.48万,12.98%,11.02亿,2373.55万
2023,33.185,6.4562,5.14,5.137,6.46,-9.47%,7984.66万,120.63%,1.59,1.36亿,2259.48万,12.45%,10.43亿,3280.11万
2022,35.251,6.4562,5.46,4.944,7.13,-28.93%,-3.87亿,-627.47%,1.50,1.87亿,-5491.65万,-53.61%,9.79亿,7985.65万
2021,46.017,6.445,7.14,4.5834,10.04,33.39%,7336.33万,125.37%,2.42,4.20亿,3.84亿,9.72%,16.79亿,5734.82万
2020,41.184,6.445,6.39,5.4985,7.49,10.76%,3255.23万,-43.51%,2.24,3.05亿,2.85亿,4.34%,15.71亿,5600.16万
2019,27.456,6.445,4.26,4.0615,6.76,-29.39%,5762.38万,134.58%,2.42,2.93亿,4.12亿,7.87%,16.15亿,3.82亿
2018,30.531,6.4822,4.71,3.2104,9.51,-22.61%,-1.67亿,-216.11%,2.23,5.43亿,3.54亿,-18.20%,15.37亿,4.91亿
2017,,,10.11,,12.29,-19.99%,1.44亿,1.41%,2.50,5.27亿,5.40亿,11.83%,16.88亿,6.14亿
2016,,,11.1,,15.36,98.62%,1.42亿,25.36%,2.28,7.51亿,4.22亿,11.05%,15.40亿,4.40亿
2015,,,16.12,,7.73,-14.18%,1.13亿,106.72%,6.12,7.48亿,2.96亿,14.24%,13.32亿,2.86亿
2014,,,9.15,,9.01,40.87%,5461.24万,1.13%,4.52,3.89亿,2.06亿,6.04%,9.10亿,3.58亿
2013,,,8.64,,6.4,12.59%,5400.43万,0.55%,4.26,3.96亿,1.61亿,8.44%,8.54亿,4.21亿
2012,,,5.25,,5.68,65.33%,5371.06万,51.53%,5.99,4.20亿,1.12亿,9.45%,7.99亿,4.68亿
2011,,,4.73,,3.44,19.04%,3544.53万,-15.11%,11.35,5.87亿,7733.19万,10.94%,7.62亿,2.11亿
2010,,,,,2.89,13.50%,4175.35万,18.15%,2.44,7912.26万,5849.87万,14.46%,1.22亿,1.39亿
