报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2025-09-30,21.269,4.195,5.07,7.7813,2.05,-24.06%,-2276.54万,44.95%,-0.0100,3600.93万,-7.27亿,-19.86%,4860.07万,9867.55万
2024,13.298,4.195,3.17,4.2622,3.12,-29.97%,-1.06亿,-1026.25%,0.04,5111.97万,-7.05亿,-46.92%,8922.60万,8573.38万
2023,22.779,4.195,5.43,5.1074,4.46,-34.19%,1143.68万,201.21%,0.07,3.53亿,-5.99亿,-13.87%,1.43亿,1.10亿
2022,16.151,4.195,3.85,2.3822,6.78,1.51%,-1130.04万,-128.24%,0.06,2.99亿,-6.10亿,0.07%,2.12亿,7216.99万
2021,19.003,4.195,4.53,2.849,6.67,42.91%,4001.44万,150.79%,0.12,2.49亿,-5.99亿,10.39%,2.23亿,1.75亿
2020,11.956,4.195,2.85,2.5602,4.67,-53.46%,1595.54万,102.05%,0.04,2.74亿,-6.39亿,3.42%,1662.45万,4385.97万
2019,20.804,3.7964,5.48,2.0721,10.04,-40.90%,-7.78亿,-435.41%,-0.39,4.71亿,-6.55亿,-77.48%,-1.48亿,4462.53万
2018,16.704,3.7964,4.4,0.9837,16.98,-15.28%,-1.45亿,-201.46%,1.72,3.64亿,2.63亿,-8.55%,6.54亿,7654.68万
2017,,,6.64,,20.04,5.12%,1.43亿,1.27%,2.49,6.93亿,4.08亿,7.43%,9.45亿,6425.08万
2016,,,11.88,,19.07,9.32%,1.41亿,27.12%,2.12,7.83亿,3.06亿,8.10%,9.10亿,4.12亿
2015,,,13.59,,17.44,-8.09%,1.11亿,2032.94%,2.76,5.18亿,2.63亿,0.88%,19.36亿,4.99亿
2014,,,7.36,,15.52,-0.92%,521.33万,-18.55%,2.74,4.93亿,1.16亿,0.73%,11.38亿,4.68亿
2013,,,3.93,,15.66,-10.92%,640.04万,-38.57%,2.73,4.94亿,1.19亿,1.05%,11.27亿,4.19亿
2012,,,3.76,,17.58,-2.88%,1041.97万,-22.44%,2.74,3.55亿,1.20亿,0.98%,11.88亿,3.99亿
2011,,,4.03,,18.11,7.56%,1343.35万,4.37%,2.74,6.29亿,1.17亿,0.73%,11.78亿,3.72亿
2010,,,6.25,,16.83,8.93%,1287.13万,4.25%,2.70,7.24亿,1.09亿,1.12%,11.92亿,3.80亿
