报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2025-09-30,21.692,1.6164,13.42,3.7747,4.31,-2.52%,-1933.19万,-242.09%,8.62,4.72亿,3.68亿,-3.90%,14.82亿,6935.40万
2024,22.03,1.6416,13.42,3.3737,6.53,-7.36%,1364.98万,-79.84%,9.08,4.18亿,4.03亿,1.91%,15.52亿,6522.18万
2023,33.242,1.6416,20.25,4.7219,7.04,-6.27%,6771.20万,-32.68%,9.23,7.80亿,4.24亿,9.60%,15.73亿,7388.55万
2022,,,,,7.52,16.47%,1.01亿,3.19%,5.78,2.93亿,3.63亿,13.30%,7.68亿,6494.20万
2021,,,,,6.45,22.23%,9747.33万,11.52%,4.96,2.41亿,2.73亿,14.96%,6.44亿,5044.94万
2020,,,,,5.28,60.32%,8740.07万,62.66%,4.17,2.01亿,1.85亿,16.38%,5.47亿,6647.35万
2019,,,,,3.29,36.20%,5373.38万,47.15%,3.45,1.29亿,1.07亿,16.32%,4.37亿,8119.67万
2018,,,,,2.42,47.42%,3651.61万,17.01%,3.02,1.53亿,5914.32万,15.13%,3.84亿,6264.99万
2017,,,,,1.64,45.09%,3120.78万,114.29%,2.61,1.81亿,4139.03万,19.03%,2.98亿,3661.75万
2016,,,,,1.13,62.48%,1456.35万,34.58%,1.42,2208.86万,2346.90万,19.76%,1.24亿,3517.29万
2015,,,,,0.712763,97.41%,1082.14万,379.72%,1.06,599.59万,287.73万,15.18%,8480.22万,2590.91万
2014,,,,,0.361058,160.04%,-386.86万,2.95%,0.47,54.19万,-1011.92万,-10.71%,3988.08万,1305.00万
2013,,,,,0.13885,False,-398.64万,False,0.55,136.45万,-625.05万,-28.71%,4374.95万,995.81万
