报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2025-09-30,38.67,4.6036,8.4,4.0225,7.21,2.99%,8460.05万,13.84%,5.22,2.93亿,9.49亿,12.73%,25.72亿,1081.40万
2024,23.899,4.245,5.63,2.4973,9.57,17.60%,5926.69万,-45.10%,5.04,2.43亿,8.77亿,6.40%,24.79亿,976.60万
2023,25.934,4.2375,6.12,3.186,8.14,-30.58%,1.08亿,-36.92%,5.02,2.33亿,8.39亿,14.44%,24.64亿,1191.06万
2022,26.484,4.2375,6.25,2.2578,11.73,20.57%,1.71亿,-15.23%,4.96,5.34亿,7.52亿,16.05%,25.90亿,1169.10万
2021,35.426,4.2375,8.36,3.0383,11.66,22.67%,2.02亿,27.99%,4.71,2.69亿,6.07亿,18.42%,22.45亿,649.71万
2020,17.753,2.2303,7.96,1.8687,9.5,45.32%,1.58亿,62.43%,8.13,2.66亿,4.31亿,17.15%,20.08亿,299.13万
2019,10.537,1.6464,6.4,1.6112,6.54,67.59%,9711.21万,60.66%,5.41,2.02亿,2.90亿,15.49%,10.30亿,7248.82万
2018,10.656,1.6,6.66,2.7323,3.9,67.78%,6044.47万,19.25%,4.70,9094.04万,2.22亿,16.42%,8.30亿,6072.38万
2017,,,14.49,,2.33,30.72%,5068.88万,9.74%,6.54,2761.30万,1.68亿,23.17%,7.61亿,7017.85万
2016,,,,,1.78,20.33%,4618.78万,40.74%,5.58,6911.88万,1.22亿,28.24%,4.96亿,1038.13万
2015,,,,,1.48,5.14%,3281.82万,3.05%,5.01,5795.32万,7682.08万,23.44%,4.36亿,2405.63万
2014,,,,,1.41,46.26%,3184.71万,24.12%,3.21,4082.03万,7721.06万,23.57%,1.94亿,1089.05万
2013,,,,,0.961358,False,2565.88万,False,2.03,1360.57万,1874.30万,27.18%,1.33亿,609.95万
