报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2025-09-30,48.67,4.6176,10.54,1.7885,20.41,94.60%,1.04亿,-28.11%,6.17,11.27亿,13.94亿,5.90%,31.00亿,1.46亿
2024,41.235,4.6176,8.93,2.7146,15.19,18.95%,3.05亿,25.97%,5.94,6.04亿,12.90亿,21.75%,29.81亿,2899.18万
2023,36.895,4.6176,7.99,2.8892,12.77,7.53%,2.42亿,13.50%,5.55,6.41亿,11.31亿,18.55%,27.61亿,5305.09万
2022,39.758,4.6176,8.61,3.3495,11.87,9.58%,2.13亿,-0.26%,5.09,6.97亿,9.05亿,18.14%,24.17亿,3608.22万
2021,34.102,3.12,10.93,3.1459,10.84,27.42%,2.14亿,22.30%,7.06,5.87亿,7.76亿,20.15%,23.40亿,5017.50万
2020,,,,,8.5,24.84%,1.75亿,12.69%,5.43,2.62亿,6.57亿,21.19%,13.87亿,3896.75万
2019,,,,,6.81,7.56%,1.55亿,29.49%,4.68,1.23亿,4.95亿,23.36%,12.00亿,1897.75万
2018,,,,,6.33,3.38%,1.20亿,60.94%,4.02,1.22亿,3.57亿,19.63%,10.28亿,2144.66万
2017,,,,,6.13,36.30%,7442.77万,72.40%,3.51,1.16亿,2.38亿,12.67%,9.05亿,1783.94万
2016,,,,,4.49,False,4317.26万,False,3.19,3.89亿,1.64亿,10.59%,8.29亿,1595.85万
