报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2025-09-30,40.419,5.7008,7.09,3.0254,10.02,14.61%,1.93亿,12.64%,5.58,5.32亿,11.77亿,18.21%,32.74亿,2185.50万
2024,29.55,5.3436,5.53,2.4301,12.16,15.35%,1.92亿,32.86%,5.14,5.41亿,10.19亿,12.30%,29.19亿,1850.03万
2023,33.077,5.3436,6.19,3.1382,10.54,0.90%,1.44亿,-2.45%,4.88,6.57亿,8.96亿,12.59%,28.13亿,1629.20万
2022,31.099,5.3435,5.82,2.976,10.45,17.43%,1.48亿,1.01%,4.65,6.24亿,8.00亿,13.45%,27.91亿,4292.04万
2021,26.74,4.5017,5.94,3.0045,8.9,21.39%,1.46亿,12.62%,4.13,3.10亿,7.06亿,15.35%,21.73亿,2635.63万
2020,25.471,4.5001,5.66,3.4749,7.33,14.40%,1.30亿,-0.08%,3.87,3.52亿,5.99亿,16.86%,20.57亿,3490.05万
2019,28.35,4.5,6.3,4.4228,6.41,32.76%,1.30亿,11.58%,3.63,2.98亿,5.05亿,19.84%,18.56亿,1631.24万
2018,25.11,4.5,5.58,5.2095,4.82,38.38%,1.17亿,17.34%,3.38,1.48亿,4.01亿,24.53%,16.59亿,586.65万
2017,,,12.01,,3.49,5.57%,9939.99万,3.01%,3.14,1.12亿,3.12亿,28.50%,14.54亿,497.87万
2016,,,,,3.3,17.73%,9649.57万,13.03%,2.75,8992.65万,2.52亿,29.21%,9.27亿,505.31万
2015,,,,,2.81,12.37%,8537.41万,-8.27%,2.46,8307.56万,1.63亿,30.43%,8.31亿,549.16万
2014,,,,,2.5,38.51%,9307.20万,16.57%,2.21,4771.32万,8297.31万,37.28%,7.46亿,265.55万
2013,,,,,1.8,18.03%,7983.95万,36.93%,1.77,1.58亿,7820.64万,44.29%,4.77亿,250.56万
2012,,,,,1.53,False,5830.67万,False,1.98,1.22亿,1.43亿,38.18%,5.34亿,139.91万
