报告期,总市值,总股本,收盘,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,市销率(PS),市盈率(PE),市净率(PB),评价指标,总现金,未分配利润,销售净利率,股东权益,存货,股息,ST风险,控股股东
2026-06-05,84.845,9.6305,8.81,15.19,-25.46%,-3843.10万,-417.58%,7.65,5.5856,,1.1516,PS；PE,22.52亿,43.78亿,-2.62%,77.14亿,3.23亿,0.8,40%: 最新年度营业收入下滑；最新年度净利润同比下降,柯建生
2026-03-31,84.845,9.6305,8.81,15.19,-25.46%,-3843.10万,-417.58%,7.65,1.3964,,1.1516,PS；PE,22.52亿,43.78亿,-2.62%,77.14亿,3.23亿,0.8,,柯建生
2025,121.73,9.6305,12.64,93.67,-10.74%,9.01亿,-34.26%,7.69,1.2996,13.4468,1.6437,PS；PE,22.24亿,44.17亿,10.04%,77.54亿,4.10亿,1.0,,柯建生
2024,143.494,9.6305,14.9,104.94,-10.04%,13.71亿,8.69%,7.74,1.3674,10.4196,1.9251,PS；PE,39.76亿,44.79亿,13.66%,77.66亿,5.86亿,1.0,,柯建生
2023,120.25,9.1237,13.18,116.66,3.95%,12.61亿,18.51%,7.28,1.0308,9.5507,1.8104,PS；PE,42.77亿,40.59亿,11.34%,72.78亿,5.64亿,0.7,,柯建生
2022,131.655,9.1237,14.43,112.23,7.84%,10.64亿,768.28%,6.34,1.1731,12.3333,2.276,PS；PE,24.54亿,34.89亿,9.58%,60.44亿,6.36亿,0.6,,柯建生
2021,156.471,9.1237,17.15,104.07,24.59%,1.23亿,-89.72%,6.18,1.5035,131.9231,2.7751,PS；PE,33.48亿,30.29亿,1.48%,59.36亿,7.41亿,0.6,,柯建生
2020,178.642,9.1237,19.58,83.53,8.67%,11.92亿,10.66%,6.71,2.1387,14.9466,2.918,PS；PE,35.16亿,34.96亿,14.65%,66.22亿,4.93亿,0.55,,柯建生
2019,142.024,9.2343,15.38,76.86,5.13%,10.77亿,12.34%,5.97,1.8478,13.0339,2.5762,PS；PE,26.15亿,28.94亿,14.24%,59.09亿,3.39亿,0.5,,柯建生
2018,111.458,9.2343,12.07,73.11,18.66%,9.59亿,5.77%,5.23,1.5245,11.6058,2.3078,PS；PE,21.65亿,23.15亿,13.19%,53.58亿,3.03亿,0.45,,柯建生
2017,,,26.14,61.61,36.02%,9.07亿,36.56%,4.84,,26.6735,5.4008,PS；PE,18.13亿,18.27亿,14.68%,49.15亿,2.87亿,0.7,,柯建生
2016,,,19.06,45.3,41.75%,6.64亿,44.66%,8.42,,25.7568,2.2637,PS；PE,13.87亿,13.19亿,14.07%,39.92亿,2.69亿,0.5,,柯建生
2015,,,14.98,31.96,35.35%,4.59亿,40.42%,5.23,,14.4038,2.8642,PS；PE,9.97亿,9.22亿,14.14%,24.23亿,1.97亿,0.35,,柯建生
2014,,,7.37,23.61,32.39%,3.27亿,33.51%,4.4,,9.9595,1.675,PS；PE,11.84亿,6.45亿,14.00%,20.81亿,1.42亿,0.25,,柯建生
2013,,,7.43,17.83,45.98%,2.45亿,41.37%,3.95,,13.2679,1.881,PS；PE,11.53亿,4.56亿,14.20%,17.30亿,1.37亿,0.35,,柯建生
2012,,,4.19,12.22,21.73%,1.73亿,28.55%,6.91,,10.475,0.6064,PS；PE,10.47亿,3.10亿,14.41%,15.18亿,8008.38万,0.5,,柯建生
2011,,,3.4,10.04,45.67%,1.35亿,44.88%,12.74,,5.1727,0.2669,PS；PE,11.95亿,2.06亿,13.87%,13.80亿,5424.05万,0.8,,柯建生
2010,,,,6.89,70.41%,9299.73万,98.31%,4.67,,,,PS；PE,1.42亿,1.26亿,13.90%,2.27亿,4728.97万,,,柯建生
