报告期,总市值,总股本,收盘,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,市销率(PS),市盈率(PE),市净率(PB),评价指标,总现金,未分配利润,销售净利率,股东权益,存货,股息,ST风险,控股股东
2026-06-05,96.24,4.3508,22.12,11.87,5.86%,8837.86万,-25.13%,10.58,8.1078,110.6,2.0907,PS；PE,33.54亿,14.05亿,7.33%,46.06亿,3.13亿,1.0,20%: 最新年度净利润同比下降,东莞市慕腾投资有限公司
2026-03-31,96.24,4.3508,22.12,11.87,5.86%,8837.86万,-25.13%,10.58,2.027,110.6,2.0907,PS；PE,33.54亿,14.05亿,7.33%,46.06亿,3.13亿,1.0,,东莞市慕腾投资有限公司
2025,103.843,4.0001,25.96,52.27,-6.71%,5.36亿,-30.21%,10.21,1.9867,20.9355,2.5426,PS；PE,33.78亿,13.29亿,10.10%,44.44亿,2.88亿,1.45,,东莞市慕腾投资有限公司
2024,131.083,4.0001,32.77,56.03,0.43%,7.67亿,-4.36%,11.29,2.3395,18.5141,2.9026,PS；PE,40.77亿,13.86亿,13.70%,45.18亿,2.08亿,1.75,,东莞市慕腾投资有限公司
2023,99.922,4.0001,24.98,55.79,-4.03%,8.02亿,13.25%,11.6,1.791,12.4279,2.1534,PS；PE,36.77亿,13.15亿,14.38%,46.39亿,2.43亿,1.0,,东莞市慕腾投资有限公司
2022,105.203,4.0001,26.3,58.13,-10.31%,7.08亿,3.20%,10.9,1.8098,14.1398,2.4128,PS；PE,24.72亿,9.68亿,12.20%,43.60亿,2.20亿,1.0,,东莞市慕腾投资有限公司
2021,,,,64.81,45.56%,6.86亿,27.99%,7.13,,,,PS；PE,14.23亿,7.03亿,10.59%,25.66亿,2.99亿,,,东莞市慕腾投资有限公司
2020,,,,44.52,15.29%,5.36亿,61.06%,5.22,,,,PS；PE,12.74亿,6912.10万,12.05%,18.80亿,2.65亿,,,东莞市慕腾投资有限公司
2019,,,,38.62,21.16%,3.33亿,53.91%,3.27,,,,PS；PE,4.86亿,3.63亿,8.62%,10.48亿,2.56亿,,,东莞市慕腾投资有限公司
2018,,,,31.88,False,2.16亿,False,3.17,,,,PS；PE,2.46亿,3.00亿,6.77%,7.32亿,3.11亿,,,东莞市慕腾投资有限公司
