报告期,总市值,总股本,收盘,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,市销率(PS),市盈率(PE),市净率(PB),评价指标,总现金,未分配利润,销售净利率,股东权益,存货,股息,ST风险,控股股东
2026-06-05,209.14,20.666,10.12,11.77,14.76%,8896.28万,-65.01%,9.68,17.7689,253.0,1.0455,PB；PE,66.24亿,108.99亿,11.27%,261.46亿,False,,20%: 最新年度净利润同比下降,全国社保基金一一五组合
2026-03-31,209.14,20.666,10.12,11.77,14.76%,8896.28万,-65.01%,9.68,4.4422,253.0,1.0455,PB；PE,66.24亿,108.99亿,11.27%,261.46亿,False,,,全国社保基金一一五组合
2025,169.668,20.666,8.21,48.93,27.41%,8.01亿,-20.61%,9.6,3.4676,21.0513,0.8552,PB；PE,74.29亿,108.10亿,24.94%,260.37亿,False,0.245,,全国社保基金一一五组合
2024,165.019,18.6252,8.86,38.4,4.05%,10.09亿,9.68%,9.48,4.2974,17.72,0.9346,PB；PE,66.11亿,105.19亿,30.82%,247.85亿,False,0.18,,全国社保基金一一五组合
2023,170.607,18.6252,9.16,36.91,7.60%,9.20亿,45.14%,9.21,4.6222,18.6939,0.9946,PB；PE,89.98亿,98.89亿,27.60%,205.55亿,157.39万,0.1,,全国社保基金一一五组合
2022,232.629,18.6252,12.49,34.3,-82.49%,6.34亿,301.16%,8.81,6.7822,36.7353,1.4177,PB；PE,48.77亿,91.56亿,21.27%,176.77亿,244.05万,0.1,,全国社保基金一一五组合
2021,420.557,18.6252,22.58,195.83,-17.80%,-3.15亿,-114.24%,7.27,2.1476,,3.1059,PB；PE,69.43亿,107.73亿,-8.46%,243.88亿,259.06万,0.25,,全国社保基金一一五组合
2020,104.301,18.6252,5.6,197.51,-14.08%,22.12亿,-29.61%,8.25,0.5281,4.7059,0.6788,PB；PE,66.96亿,111.05亿,11.20%,153.57亿,567.43亿,0.3,,全国社保基金一一五组合
2019,124.416,18.6252,6.68,229.87,-15.04%,31.42亿,25.57%,7.31,0.5412,3.9527,0.9138,PB；PE,48.06亿,95.53亿,13.67%,136.10亿,539.10亿,0.13,,全国社保基金一一五组合
2018,117.711,18.6252,6.32,270.57,25.01%,25.02亿,19.19%,5.74,0.435,4.7164,1.101,PB；PE,48.61亿,68.36亿,9.25%,106.84亿,600.78亿,0.13,,全国社保基金一一五组合
2017,,,10.66,216.43,135.68%,20.99亿,263.02%,5.19,,8.528,2.0539,PB；PE,89.83亿,47.42亿,10.58%,119.81亿,642.32亿,0.06,,全国社保基金一一五组合
2016,,,7.52,91.83,172.42%,5.78亿,306.22%,4.48,,20.8889,1.6786,PB；PE,74.71亿,27.60亿,13.66%,76.37亿,526.15亿,,,全国社保基金一一五组合
2015,,,9.69,14.44,12.50%,1.42亿,-49.27%,3.81,,34.6071,2.5433,PB；PE,9.49亿,12.85亿,16.83%,27.42亿,65.10亿,,,全国社保基金一一五组合
2014,,,7.17,12.83,-13.73%,2.81亿,-22.22%,3.53,,13.0364,2.0312,PB；PE,6.75亿,11.43亿,33.67%,24.99亿,28.84亿,,,全国社保基金一一五组合
2013,,,4.72,14.87,-16.46%,3.61亿,28.79%,2.98,,6.7429,1.5839,PB；PE,18.57亿,8.65亿,37.11%,20.67亿,18.70亿,,,全国社保基金一一五组合
2012,,,6.09,17.81,19.85%,2.80亿,-0.09%,2.28,,11.0727,2.6711,PB；PE,11.63亿,5.06亿,24.33%,15.15亿,19.52亿,,,全国社保基金一一五组合
2011,,,4.43,14.86,-2.90%,2.80亿,162.84%,1.73,,8.0545,2.5607,PB；PE,6.51亿,1.98亿,28.59%,13.57亿,21.30亿,,,全国社保基金一一五组合
2010,,,6.84,15.3,50.39%,1.07亿,30.38%,1.19,,32.5714,5.7479,PB；PE,5.81亿,-8285.85万,11.14%,9.60亿,19.08亿,,,全国社保基金一一五组合
