报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2026-03-31,18.913,2.0806,9.09,0.4115,11.49,-29.99%,-4562.59万,-1325.32%,2.58,12.79亿,-186.23万,-3.97%,5.38亿,220.95万
2025,17.498,2.0806,8.41,0.2017,86.77,-26.25%,-4.07亿,-5029.48%,2.78,16.02亿,4376.36万,-4.69%,5.79亿,237.73万
2024,19.766,2.0806,9.5,0.168,117.66,-24.23%,826.13万,3.76%,4.08,19.79亿,4.53亿,0.07%,8.49亿,5.96亿
2023,23.844,2.0806,11.46,0.1535,155.29,4.97%,796.21万,43.33%,3.95,14.91亿,4.47亿,0.13%,8.22亿,10.01亿
2022,16.437,2.0806,7.9,0.1111,147.94,47.48%,555.52万,-84.91%,3.77,22.83亿,4.53亿,0.53%,31.42亿,6.66亿
2021,18.892,2.0806,9.08,0.1885,100.21,115.19%,3681.67万,-45.02%,4.11,10.41亿,5.36亿,1.05%,10.74亿,3.84亿
2020,18.834,2.0811,9.05,0.4044,46.57,-15.12%,6695.90万,-23.72%,4.94,10.83亿,5.36亿,2.27%,13.49亿,1.74亿
2019,21.324,2.0824,10.24,0.8578,24.86,3.82%,8778.24万,27.62%,4.58,4.83亿,3.99亿,3.47%,9.87亿,1.14亿
2018,19.555,2.0848,9.38,0.8165,23.95,22.31%,6878.42万,-12.69%,4.14,4.76亿,3.26亿,2.80%,8.94亿,1.15亿
2017,,,12.71,,19.58,22.62%,7877.93万,42.90%,5.70,4.60亿,2.80亿,4.02%,7.90亿,1.06亿
2016,,,,,15.97,19.34%,5513.00万,51.21%,4.41,2.74亿,2.09亿,3.45%,4.50亿,6876.72万
2015,,,,,13.38,-25.73%,3645.99万,-20.84%,3.83,1.05亿,1.59亿,2.72%,3.91亿,6005.48万
2014,,,,,18.02,1.09%,4605.87万,-16.45%,3.14,7039.86万,1.27亿,2.57%,2.82亿,5325.32万
2013,,,,,17.82,4.98%,5512.42万,39.46%,2.65,1.37亿,8516.78万,3.08%,2.39亿,6988.81万
2012,,,,,16.98,False,3952.70万,False,2.05,1.76亿,3561.91万,2.33%,1.84亿,4100.63万
