报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2025-09-30,189.989,10.3876,18.29,1.7203,82.83,-3.10%,13.50亿,-3.40%,10.90,24.19亿,101.05亿,16.76%,121.61亿,16.40亿
2024,200.61,10.3889,19.31,1.7892,112.12,-0.87%,16.28亿,-2.55%,10.02,28.51亿,92.45亿,14.72%,111.12亿,15.94亿
2023,185.074,10.3974,17.8,1.6364,113.1,6.20%,16.70亿,41.55%,10.67,34.62亿,101.20亿,12.97%,128.99亿,16.88亿
2022,175.562,10.4315,16.83,1.824,96.25,3.68%,11.80亿,26.12%,9.61,28.31亿,89.34亿,12.87%,113.25亿,19.00亿
2021,126.128,10.4324,12.09,1.3842,91.12,7.14%,9.36亿,-6.91%,9.50,36.38亿,81.96亿,10.67%,104.77亿,16.65亿
2020,110.27,10.4324,10.57,1.2967,85.04,-9.35%,10.05亿,-4.74%,8.91,32.62亿,75.80亿,11.92%,93.77亿,12.89亿
2019,117.364,10.4324,11.25,1.2511,93.81,14.05%,10.55亿,8.93%,8.25,26.02亿,68.92亿,11.37%,86.77亿,11.46亿
2018,106.41,10.4324,10.2,1.2937,82.25,28.08%,9.69亿,14.95%,7.52,19.76亿,61.87亿,12.03%,79.09亿,9.74亿
2017,,,17.33,,64.22,16.87%,8.43亿,17.98%,8.58,12.48亿,55.17亿,13.74%,78.49亿,9.74亿
2016,,,12.92,,54.95,6.94%,7.14亿,8.04%,9.23,14.87亿,49.39亿,13.45%,70.38亿,7.63亿
2015,,,13.13,,51.38,-0.29%,6.61亿,-10.26%,8.43,7.78亿,43.75亿,12.94%,64.34亿,8.09亿
2014,,,11.66,,51.53,-37.36%,7.37亿,-15.40%,9.93,13.73亿,39.27亿,12.70%,61.79亿,7.45亿
2013,,,12.62,,68.35,-2.21%,8.71亿,41.71%,9.33,14.10亿,32.97亿,12.78%,53.36亿,5.66亿
2012,,,12.6,,69.89,9.49%,6.14亿,16.15%,8.14,10.05亿,26.11亿,9.02%,47.07亿,7.79亿
2011,,,8.48,,63.83,18.94%,5.29亿,1.71%,7.45,11.05亿,22.16亿,8.66%,43.43亿,7.01亿
2010,,,15.34,,53.67,6.53%,5.20亿,14.55%,6.76,10.57亿,18.67亿,9.93%,39.59亿,7.27亿
