报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2025-09-30,506.636,14.0459,36.07,23.8529,15.93,7.71%,-2404.89万,-117.26%,2.63,12.33亿,12.59亿,-19.48%,41.65亿,4.56亿
2024,373.34,14.0459,26.58,18.846,19.81,-21.98%,5372.63万,-87.63%,2.66,13.42亿,13.28亿,-15.31%,44.96亿,3.99亿
2023,354.266,11.7074,30.26,13.953,25.39,-4.75%,4.34亿,-40.18%,4.34,37.70亿,17.05亿,30.19%,54.83亿,2.25亿
2022,44.563,6.1893,7.2,1.697,26.26,42.00%,7.26亿,84.70%,6.36,21.96亿,19.56亿,27.66%,39.44亿,2.38亿
2021,37.783,5.46,6.92,2.0423,18.5,8.70%,3.93亿,31.15%,5.41,16.45亿,14.94亿,22.11%,29.60亿,2.17亿
2020,27.09,4.2,6.45,2.0569,13.17,4.85%,3.00亿,9.75%,6.38,14.61亿,12.45亿,22.75%,26.87亿,1.11亿
2019,11.7,2.0,5.85,0.9308,12.57,1.32%,2.73亿,22.05%,12.03,14.35亿,9.95亿,21.77%,24.15亿,1.24亿
2018,,,,,12.4,20.26%,2.24亿,14.84%,6.61,1.56亿,7.42亿,18.09%,9.99亿,1.29亿
2017,,,,,10.31,15.80%,1.95亿,-5.65%,5.11,6822.47万,5.32亿,18.90%,7.67亿,1.14亿
2016,,,,,8.9,20.01%,2.07亿,78.71%,3.81,1.51亿,3.50亿,23.17%,5.72亿,6686.97万
2015,,,,,7.42,14.03%,1.16亿,6.80%,4.17,1.81亿,2.62亿,15.56%,6.27亿,6853.03万
2014,,,,,6.51,False,1.08亿,False,3.58,1.34亿,1.86亿,16.63%,5.37亿,7633.01万
