报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2025-09-30,74.931,5.0021,14.98,2.4779,22.68,5.69%,4.06亿,-9.64%,5.27,6.74亿,15.00亿,17.92%,26.95亿,3.96亿
2024,87.329,4.9619,17.6,2.9795,29.31,8.85%,5.12亿,39.13%,4.99,7.04亿,12.48亿,17.48%,25.27亿,3.68亿
2023,79.592,3.4515,23.06,2.9555,26.93,15.75%,3.68亿,36.54%,5.47,5.15亿,8.88亿,13.68%,19.73亿,2.66亿
2022,57.305,3.4294,16.71,2.4637,23.26,42.92%,2.70亿,32.05%,4.53,4.36亿,6.33亿,11.59%,15.53亿,2.41亿
2021,40.062,2.3469,17.07,2.4608,16.28,66.40%,2.04亿,148.29%,4.39,4.99亿,4.51亿,12.55%,10.99亿,2.14亿
2020,30.508,2.3468,13.0,3.1194,9.78,5.85%,8225.98万,49.38%,3.56,1.35亿,2.79亿,8.41%,8.36亿,1.53亿
2019,13.94,2.3468,5.94,1.5087,9.24,15.31%,5506.59万,-23.50%,3.25,1.32亿,2.14亿,5.96%,7.62亿,1.36亿
2018,13.259,2.3468,5.65,1.6553,8.01,49.93%,7198.50万,4.98%,3.06,1.71亿,1.77亿,8.98%,7.18亿,1.09亿
2017,,,6.28,,5.35,42.01%,6857.34万,25.76%,5.63,2.98亿,1.27亿,12.83%,6.60亿,9587.99万
2016,,,,,3.76,29.57%,5452.73万,22.14%,3.68,7079.91万,6516.73万,14.49%,3.23亿,7757.77万
2015,,,,,2.9,9.01%,4464.28万,18.13%,3.16,3396.55万,2822.36万,15.37%,2.55亿,6386.55万
2014,,,,,2.66,10.39%,3779.26万,49.57%,4.43,2784.97万,1.09亿,14.18%,2.10亿,5553.73万
2013,,,,,2.41,False,2526.80万,False,3.71,4298.06万,7930.84万,10.47%,1.76亿,5241.70万
