报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2025-09-30,53.703,3.8387,13.99,2.0847,19.32,-23.19%,3157.71万,-79.10%,9.51,7.41亿,7.85亿,1.74%,37.17亿,5.28亿
2024,44.913,3.8387,11.7,1.3315,33.73,-4.66%,1.97亿,12.63%,9.81,9.18亿,9.05亿,6.16%,38.32亿,5.99亿
2023,61.189,3.8387,15.94,1.7295,35.38,0.93%,1.75亿,-36.09%,9.68,10.25亿,8.38亿,5.46%,37.81亿,5.01亿
2022,83.758,3.8741,21.62,2.389,35.06,11.70%,2.73亿,153.15%,9.31,8.59亿,7.35亿,8.15%,36.59亿,5.79亿
2021,106.228,3.8741,27.42,3.3852,31.38,5.96%,1.08亿,122.09%,8.76,9.81亿,5.55亿,3.92%,34.39亿,3.91亿
2020,69.735,3.9155,17.81,2.3543,29.62,5.98%,-4.89亿,-340.47%,8.78,10.75亿,5.33亿,-16.23%,34.67亿,2.84亿
2019,72.3,3.9315,18.39,2.5868,27.95,-7.09%,2.03亿,-22.96%,10.34,9.90亿,11.00亿,7.66%,40.85亿,2.52亿
2018,49.065,3.9315,12.48,1.6312,30.08,7.89%,2.64亿,-7.84%,10.20,7.22亿,10.06亿,9.39%,40.88亿,2.85亿
2017,,,16.86,,27.88,96.29%,2.86亿,79.62%,9.83,6.83亿,8.31亿,10.41%,39.38亿,2.55亿
2016,,,21.91,,14.2,20.52%,1.59亿,-6.78%,5.67,4.46亿,6.14亿,11.00%,15.04亿,1.41亿
2015,,,29.19,,11.79,12.16%,1.71亿,57.29%,5.10,4.05亿,5.05亿,14.36%,13.10亿,1.47亿
2014,,,17.22,,10.51,15.64%,1.09亿,68.28%,8.84,3.88亿,3.88亿,10.34%,11.17亿,1.40亿
2013,,,9.54,,9.09,13.68%,6459.67万,55.24%,8.44,3.52亿,3.09亿,7.11%,10.22亿,1.07亿
2012,,,5.97,,7.99,1.38%,4161.06万,-25.68%,8.06,4.41亿,2.64亿,5.21%,9.76亿,9457.99万
2011,,,5.56,,7.88,3.82%,5599.11万,-46.48%,7.92,4.58亿,2.48亿,7.10%,9.59亿,1.06亿
2010,,,,,7.59,29.90%,1.05亿,28.61%,4.17,1.56亿,1.98亿,13.78%,3.75亿,7950.41万
