报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2025-09-30,691.961,17.5402,39.45,1.5888,326.64,3.77%,27.48亿,7.24%,13.76,43.75亿,185.73亿,8.39%,244.96亿,52.00亿
2024,594.168,17.5426,33.87,1.4179,419.06,3.16%,35.12亿,23.72%,13.15,52.76亿,174.57亿,8.34%,235.64亿,47.76亿
2023,690.193,17.5443,39.34,1.699,406.24,7.71%,28.39亿,13.59%,12.00,46.63亿,156.94亿,7.01%,215.82亿,42.90亿
2022,773.339,17.54,44.09,2.0505,377.15,9.12%,24.99亿,8.58%,10.59,39.96亿,134.88亿,6.72%,191.76亿,44.95亿
2021,657.929,17.4981,37.6,1.9036,345.63,2.61%,23.02亿,-18.38%,9.48,40.32亿,116.26亿,6.77%,169.41亿,39.75亿
2020,432.553,17.4981,24.72,1.2842,336.83,-4.97%,28.20亿,0.24%,8.36,31.98亿,98.52亿,8.64%,151.79亿,40.68亿
2019,392.482,17.4981,22.43,1.1073,354.46,15.60%,28.13亿,24.08%,7.03,24.03亿,76.68亿,8.25%,128.67亿,40.39亿
2018,292.509,14.5817,20.06,0.9539,306.63,10.17%,22.67亿,27.41%,6.82,24.43亿,54.54亿,7.81%,104.26亿,38.76亿
2017,,,26.97,,278.32,9.66%,17.80亿,23.01%,18.12,25.05亿,39.87亿,6.78%,88.09亿,34.06亿
2016,,,17.77,,253.8,16.81%,14.47亿,31.88%,14.97,26.61亿,29.99亿,6.05%,76.42亿,30.84亿
2015,,,19.83,,217.27,14.67%,10.97亿,44.97%,6.84,14.87亿,22.72亿,5.30%,32.43亿,24.23亿
2014,,,12.55,,189.47,13.34%,7.57亿,31.60%,5.22,10.05亿,16.20亿,4.98%,25.19亿,18.15亿
2013,,,10.82,,167.18,14.67%,5.75亿,22.35%,5.93,8.54亿,19.43亿,4.47%,30.15亿,17.15亿
2012,,,8.0,,145.79,30.97%,4.70亿,23.18%,4.60,7.74亿,14.12亿,4.26%,23.42亿,15.33亿
2011,,,6.26,,111.31,24.07%,3.81亿,20.23%,3.52,7.79亿,9.77亿,4.37%,17.95亿,11.04亿
2010,,,7.73,,89.72,14.66%,3.17亿,-16.38%,2.67,3.29亿,6.34亿,4.41%,13.46亿,9.93亿
