报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2025-09-30,45.082,5.1938,8.68,5.6731,5.96,13.79%,-395.00万,77.23%,5.37,12.01亿,6.67亿,-0.65%,27.90亿,3.96亿
2024,35.889,5.1938,6.91,5.3169,6.75,-31.11%,-4953.16万,-143.95%,5.34,11.80亿,6.58亿,-7.51%,27.84亿,4.33亿
2023,57.859,5.1938,11.14,5.904,9.8,-20.89%,1.13亿,-37.58%,5.33,13.02亿,7.47亿,11.75%,27.84亿,4.32亿
2022,,,,,12.38,23.25%,1.81亿,34.68%,4.41,3.89亿,6.36亿,14.75%,18.46亿,5.27亿
2021,,,,,10.05,59.67%,1.34亿,48.51%,3.90,4.12亿,4.67亿,13.77%,16.30亿,3.31亿
2020,,,,,6.29,-8.45%,9027.67万,-36.14%,3.10,1.97亿,3.41亿,14.72%,11.23亿,2.16亿
2019,,,,,6.87,-2.97%,1.41亿,-56.18%,2.84,2.82亿,2.60亿,20.78%,10.28亿,2.04亿
2018,,,,,7.08,11.26%,3.23亿,145.05%,3.54,3.90亿,4.87亿,45.96%,9.14亿,2.14亿
2017,,,,,6.37,6.25%,1.32亿,12.89%,4.58,5.22亿,7.92亿,22.26%,12.51亿,1.99亿
2016,,,,,5.99,False,1.17亿,False,4.06,5.71亿,6.73亿,21.16%,11.25亿,2.01亿
