报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2025-09-30,31.369,2.3445,13.38,3.3754,6.97,8.09%,1.33亿,8.28%,3.98,7.28亿,5.51亿,19.03%,10.33亿,8187.91万
2024,27.689,2.3445,11.81,3.1358,8.83,5.16%,1.19亿,-26.07%,3.71,7.08亿,4.88亿,13.66%,9.75亿,8875.86万
2023,31.957,2.3446,13.63,3.8089,8.39,19.12%,1.62亿,23.58%,3.54,6.86亿,4.42亿,19.62%,9.35亿,9410.36万
2022,38.766,2.3452,16.53,5.4987,7.05,14.24%,1.31亿,46.45%,3.08,3.65亿,3.54亿,18.58%,7.89亿,9119.77万
2021,28.189,1.8047,15.62,4.5687,6.17,16.10%,8925.34万,-4.99%,3.55,3.29亿,3.45亿,13.87%,7.06亿,7777.08万
2020,21.945,1.8047,12.16,4.1328,5.31,14.47%,9394.26万,11.35%,3.24,3.00亿,3.10亿,17.61%,6.55亿,4885.59万
2019,11.387,1.392,8.18,2.4541,4.64,8.29%,8437.05万,20.34%,3.78,1.84亿,3.01亿,19.43%,5.97亿,4654.27万
2018,10.078,1.392,7.24,2.3492,4.29,26.28%,7010.95万,39.28%,3.54,8752.86万,2.51亿,18.01%,5.58亿,3639.06万
2017,,,10.53,,3.39,18.49%,5033.58万,3.18%,4.76,1.28亿,2.06亿,15.58%,5.00亿,3385.99万
2016,,,15.19,,2.86,10.61%,4878.56万,10.19%,4.34,1.17亿,1.74亿,17.03%,4.03亿,2358.54万
2015,,,18.51,,2.59,8.16%,4427.30万,26.74%,7.83,1.09亿,1.39亿,17.10%,3.63亿,1488.82万
2014,,,,,2.39,12.45%,3493.25万,-0.25%,5.09,4799.84万,1.06亿,14.59%,1.77亿,1582.64万
2013,,,,,2.13,15.78%,3502.04万,8.88%,4.29,3060.84万,8130.39万,16.45%,1.49亿,1621.33万
2012,,,,,1.84,28.38%,3216.30万,47.23%,3.48,4070.72万,5669.18万,17.49%,1.21亿,1026.65万
2011,,,,,1.43,False,2184.50万,False,2.76,3423.03万,3467.78万,15.25%,9596.43万,945.19万
