报告期,总市值,总股本,收盘,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,市销率(PS),市盈率(PE),市净率(PB),评价指标,总现金,未分配利润,销售净利率,股东权益,存货,股息,ST风险,控股股东
2026-06-12,37.799,4.5432,8.32,1.21,0.67%,2526.73万,8.38%,4.99,31.2388,148.5714,1.6673,PB；PE,10.70亿,11.41亿,33.07%,29.47亿,3065.72万,0.018,,浙江烟草投资管理有限责任公司
2026-03-31,37.799,4.5432,8.32,1.21,0.67%,2526.73万,8.38%,4.99,7.8097,148.5714,1.6673,PB；PE,10.70亿,11.41亿,33.07%,29.47亿,3065.72万,0.018,,浙江烟草投资管理有限责任公司
2025,43.388,4.5432,9.55,4.71,15.28%,8030.57万,51.03%,4.93,9.2119,53.9548,1.9371,PB；PE,7.68亿,11.16亿,27.70%,29.13亿,3347.02万,0.015,,浙江烟草投资管理有限责任公司
2024,52.928,4.5432,11.65,4.09,55.63%,5317.19万,139.53%,4.77,12.9408,99.5726,2.4423,PB；PE,8.49亿,10.44亿,22.75%,28.22亿,4512.55万,0.015,,浙江烟草投资管理有限责任公司
2023,32.211,4.5432,7.09,2.63,2.90%,2219.80万,149.31%,4.67,12.2475,144.6939,1.5182,PB；PE,6.92亿,9.98亿,20.36%,27.76亿,4901.63万,0.01,,浙江烟草投资管理有限责任公司
2022,28.395,4.5432,6.25,2.55,-2.18%,890.39万,-46.42%,4.63,11.1353,312.5,1.3499,PB；PE,12.43亿,9.81亿,13.63%,27.38亿,460.59万,0.011,,浙江烟草投资管理有限责任公司
2021,25.078,4.5432,5.52,2.61,41.94%,1661.83万,174.43%,4.62,9.6084,149.1892,1.1948,PB；PE,10.12亿,9.78亿,20.07%,27.09亿,175.47万,,,浙江烟草投资管理有限责任公司
2020,23.988,4.5432,5.28,1.84,-59.07%,-2232.71万,-183.69%,4.58,13.037,,1.1528,PB；PE,8.63亿,9.62亿,-12.49%,26.83亿,59.65万,0.02,,浙江烟草投资管理有限责任公司
2019,24.715,4.5432,5.44,4.49,-50.55%,2667.76万,-13.25%,4.65,5.5045,92.2034,1.1699,PB；PE,13.60亿,9.93亿,15.63%,27.02亿,630.57万,0.06,,浙江烟草投资管理有限责任公司
2018,21.262,4.5432,4.68,9.08,-18.87%,3075.29万,-62.81%,4.57,2.3416,68.8235,1.0241,PB；PE,7.82亿,9.94亿,5.07%,22.96亿,1122.07万,,,浙江烟草投资管理有限责任公司
2017,,,9.28,11.2,-46.55%,8269.45万,-37.94%,4.5,,50.989,2.0622,PB；PE,7.31亿,9.63亿,9.41%,22.59亿,4275.80万,,,浙江烟草投资管理有限责任公司
2016,,,11.1,20.99,16.82%,1.33亿,80.32%,4.32,,46.6387,2.5694,PB；PE,8.34亿,8.83亿,5.89%,21.70亿,2466.14万,0.1,,浙江烟草投资管理有限责任公司
2015,,,13.27,17.97,50.29%,7390.13万,-26.04%,4.27,,42.5321,3.1077,PB；PE,7.81亿,8.02亿,9.13%,21.37亿,1641.12万,0.08,,浙江烟草投资管理有限责任公司
2014,,,9.83,11.96,1.27%,9992.09万,-38.84%,4.12,,44.6818,2.3859,PB；PE,5.03亿,7.69亿,9.90%,20.56亿,4078.19万,0.12,,浙江烟草投资管理有限责任公司
2013,,,9.15,11.81,-14.69%,1.63亿,46.08%,3.97,,25.4167,2.3048,PB；PE,5.71亿,7.28亿,16.08%,19.79亿,1542.88万,0.05,,浙江烟草投资管理有限责任公司
2012,,,6.3,13.84,-2.35%,1.12亿,-40.58%,3.66,,25.6098,1.7213,PB；PE,4.78亿,5.97亿,9.65%,18.28亿,1.70亿,0.05,,浙江烟草投资管理有限责任公司
2011,,,6.02,14.17,15.71%,1.88亿,99.25%,3.46,,14.5411,1.7399,PB；PE,4.75亿,5.13亿,15.48%,17.28亿,1.88亿,0.05,,浙江烟草投资管理有限责任公司
2010,,,10.24,12.25,32.05%,9446.47万,52.04%,3.1,,49.2308,3.3032,PB；PE,3.12亿,3.60亿,9.28%,15.49亿,2.26亿,,,浙江烟草投资管理有限责任公司
