报告期,总市值,总股本,收盘,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,市销率(PS),市盈率(PE),市净率(PB),评价指标,总现金,未分配利润,销售净利率,股东权益,存货,股息,ST风险,控股股东
2026-06-12,32.661,5.1273,6.37,0.90446,0.63%,2028.17万,16.37%,2.16,36.111,160.8586,2.9491,PB；PE,4.42亿,-4227.31万,45.16%,21.91亿,False,0.02,,安徽辉隆投资集团有限公司
2026-03-31,32.661,5.1273,6.37,0.90446,0.63%,2028.17万,16.37%,2.16,9.0278,160.8586,2.9491,PB；PE,4.42亿,-4227.31万,45.16%,21.91亿,False,0.02,,安徽辉隆投资集团有限公司
2025,46.043,5.1273,8.98,3.52,12.30%,3567.77万,14.49%,2.12,13.0804,128.2857,4.2358,PB；PE,1.91亿,-6255.48万,27.61%,21.49亿,False,0.02,,安徽辉隆投资集团有限公司
2024,43.326,5.1273,8.45,3.14,-6.51%,3116.32万,9.36%,2.07,13.7981,140.8333,4.0821,PB；PE,1.84亿,-8675.45万,29.99%,21.06亿,2.86万,,,安徽辉隆投资集团有限公司
2023,35.942,5.1273,7.01,3.36,7.25%,2849.66万,120.57%,2.03,10.697,116.8333,3.4532,PB；PE,2.09亿,-1.11亿,29.03%,20.97亿,2.86万,,,安徽辉隆投资集团有限公司
2022,34.609,5.1273,6.75,3.13,-20.83%,-1.39亿,53.85%,1.97,11.0572,,3.4264,PB；PE,2.11亿,-1.39亿,-29.40%,20.49亿,37.66万,,,安徽辉隆投资集团有限公司
2021,63.503,5.1336,12.37,3.95,-19.67%,-3.00亿,-3651.53%,2.23,16.0767,,5.5471,PB；PE,2.43亿,153.33万,-61.47%,21.25亿,36.21万,,,安徽辉隆投资集团有限公司
2020,52.465,5.1336,10.22,4.92,-4.89%,-800.00万,-124.78%,2.43,10.6636,,4.2058,PB；PE,4.55亿,3.02亿,16.72%,25.59亿,31.77万,0.02,,安徽辉隆投资集团有限公司
2019,33.783,4.84,6.98,5.18,-2.97%,3228.07万,-39.06%,2.45,6.5218,116.3333,2.849,PB；PE,3.69亿,3.20亿,26.80%,25.92亿,19.65万,,,安徽辉隆投资集团有限公司
2018,34.364,4.84,7.1,5.33,-15.77%,5297.13万,117.16%,2.14,6.4473,64.5455,3.3178,PB；PE,5.76亿,2.92亿,28.77%,22.82亿,False,,,安徽辉隆投资集团有限公司
2017,,,12.66,6.33,-21.95%,-3.09亿,-289.80%,2.08,,,6.0865,PB；PE,4.40亿,2.41亿,-28.30%,23.15亿,False,0.1,,安徽辉隆投资集团有限公司
2016,,,15.97,8.11,-39.29%,1.63亿,253.27%,5.36,,46.9706,2.9795,PB；PE,3.93亿,5.75亿,133.90%,25.23亿,False,0.1,,安徽辉隆投资集团有限公司
2015,,,15.1,13.36,9.33%,4604.35万,-56.28%,4.67,,48.7097,3.2334,PB；PE,4.65亿,4.39亿,15.92%,22.12亿,7470.18万,,,安徽辉隆投资集团有限公司
2014,,,5.53,12.22,3.75%,1.05亿,-1.61%,4.48,,12.5682,1.2344,PB；PE,1.25亿,4.13亿,8.62%,10.84亿,9007.83万,0.06999999999999999,,安徽辉隆投资集团有限公司
2013,,,4.9,11.78,15.38%,1.07亿,54.71%,4.12,,11.1364,1.1893,PB；PE,1.05亿,3.35亿,9.09%,9.96亿,5423.76万,0.03,,安徽辉隆投资集团有限公司
2012,,,5.42,10.21,-26.62%,6919.57万,-76.09%,3.56,,18.6897,1.5225,PB；PE,5617.51万,2.15亿,6.78%,8.62亿,9038.23万,0.1,,安徽辉隆投资集团有限公司
2011,,,5.57,13.91,71.39%,2.89亿,344.88%,3.38,,4.6417,1.6479,PB；PE,7512.64万,1.77亿,20.80%,8.17亿,1.31亿,,,安徽辉隆投资集团有限公司
2010,,,5.65,8.12,34.64%,6504.45万,1136.34%,2.18,,20.9259,2.5917,PB；PE,3449.31万,-9109.26万,8.01%,5.28亿,7064.65万,,,安徽辉隆投资集团有限公司
