报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2026-03-31,43.149,11.4758,3.76,5.0408,2.14,-23.48%,-322.53万,80.85%,0.46,6562.70万,-23.30亿,-1.29%,4.84亿,1938.64万
2025,61.855,11.4758,5.39,5.3049,11.66,-10.58%,-2.15亿,11.10%,0.47,6370.66万,-23.27亿,-18.88%,4.85亿,1738.81万
2024,40.624,11.4758,3.54,3.1153,13.04,-23.91%,-2.42亿,52.35%,0.65,8547.22万,-21.12亿,-19.67%,7.12亿,2337.63万
2023,32.362,11.4758,2.82,1.8892,17.13,-11.37%,-5.07亿,-2.76%,0.86,7224.31万,-18.62亿,-30.10%,9.69亿,6300.54万
2022,39.018,11.4758,3.4,2.0185,19.33,-30.43%,-4.93亿,56.76%,1.31,1.16亿,-13.55亿,-28.00%,14.86亿,9322.80万
2021,43.264,11.4758,3.77,1.5574,27.78,-4.32%,-11.41亿,-2852.91%,1.74,1.98亿,-8.62亿,-41.46%,20.47亿,2.58亿
2020,59.559,11.4758,5.19,2.0509,29.04,12.70%,4143.64万,110.06%,2.74,4.70亿,2.84亿,1.66%,32.15亿,3.10亿
2019,74.678,11.5066,6.49,2.8979,25.77,-17.44%,-4.12亿,-437.29%,2.70,3.74亿,2.80亿,-15.95%,31.85亿,3.26亿
2018,63.915,10.706,5.97,2.0479,31.21,8.46%,1.22亿,-30.69%,2.87,2.03亿,7.26亿,3.95%,31.51亿,3.26亿
2017,,,11.31,,28.78,56.17%,1.76亿,150.94%,2.34,4.16亿,6.34亿,6.30%,23.26亿,2.95亿
2016,,,9.94,,18.43,3.79%,7021.65万,-11.08%,6.60,3.81亿,4.76亿,3.95%,21.72亿,2.39亿
2015,,,14.49,,17.75,20.11%,7896.39万,90.32%,6.36,3.38亿,4.21亿,4.96%,20.98亿,2.11亿
2014,,,3.68,,14.78,1.75%,4149.00万,6.91%,4.99,2.42亿,3.47亿,2.02%,16.74亿,1.78亿
2013,,,3.3,,11.02,4.99%,3880.97万,-38.99%,4.18,2.27亿,2.61亿,3.93%,9.26亿,2695.39万
2012,,,3.51,,10.5,47.02%,6360.73万,3.91%,6.50,1.79亿,2.39亿,6.49%,9.03亿,3630.78万
2011,,,2.38,,7.14,0.91%,6121.14万,-28.69%,6.23,3.07亿,2.07亿,8.57%,8.34亿,2471.12万
2010,,,,,7.08,33.64%,8583.86万,21.91%,3.92,4586.35万,1.50亿,12.13%,3.92亿,1540.06万
