报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2026-03-31,43.133,5.9907,7.2,0.8257,13.06,-6.19%,2191.73万,-36.66%,4.66,12.42亿,6.09亿,1.71%,28.16亿,4.62亿
2025,48.525,5.9907,8.1,0.7924,61.24,-1.16%,4737.89万,87.61%,4.63,12.95亿,5.87亿,0.78%,27.94亿,4.79亿
2024,43.852,5.9907,7.32,0.7077,61.96,-7.93%,2525.36万,-68.07%,4.60,13.37亿,5.71亿,0.39%,27.78亿,4.36亿
2023,65.958,5.9907,11.01,0.9801,67.3,1.20%,7909.20万,-49.19%,4.65,15.75亿,5.76亿,1.17%,28.07亿,4.08亿
2022,55.322,5.0384,10.98,0.8319,66.5,-18.60%,1.56亿,98.86%,3.56,10.33亿,5.69亿,2.29%,17.94亿,4.83亿
2021,53.306,5.0384,10.58,0.6525,81.7,14.23%,7828.60万,-76.32%,3.37,11.90亿,4.60亿,0.92%,17.07亿,4.81亿
2020,,,,,71.52,17.44%,3.31亿,114.58%,3.01,12.45亿,4.68亿,4.62%,13.27亿,3.55亿
2019,,,,,60.89,6.92%,1.54亿,-45.33%,2.25,6.38亿,1.45亿,2.50%,9.96亿,4.11亿
2018,,,,,56.95,30.44%,2.82亿,75.08%,2.38,8.35亿,2.19亿,4.87%,10.45亿,3.46亿
2017,,,,,43.66,43.12%,1.61亿,171.94%,1.74,4.30亿,7318.84万,3.66%,6.86亿,2.76亿
2016,,,,,30.51,False,5919.65万,False,1.56,4.59亿,3701.65万,1.98%,6.14亿,2.22亿
