报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2025-09-30,36.092,0.7204,50.1,19.6152,1.38,-4.82%,-5403.13万,19.54%,6.08,2.92亿,-3080.68万,-42.26%,4.69亿,1.17亿
2024,28.777,0.7187,40.04,8.3898,3.43,-8.99%,-7195.57万,-35.05%,6.80,3.88亿,2322.45万,-20.90%,5.24亿,5027.11万
2023,38.056,0.7224,52.68,10.0944,3.77,16.27%,-5328.20万,-403.78%,8.08,4.63亿,9518.01万,-15.90%,5.90亿,6284.65万
2022,21.744,0.7224,30.1,6.6905,3.25,-16.98%,-1057.64万,-123.71%,9.04,5.37亿,1.64亿,-3.62%,6.67亿,7219.80万
2021,28.13,0.7224,38.94,7.1944,3.91,3.32%,4461.50万,-12.10%,9.50,5.99亿,1.98亿,11.02%,7.02亿,5258.80万
2020,,,,,3.78,-0.76%,5075.77万,35.90%,6.42,3.04亿,1.56亿,13.57%,3.65亿,3953.11万
2019,,,,,3.81,9.27%,3734.93万,4.44%,5.76,2.67亿,1.16亿,10.63%,3.26亿,4832.38万
2018,,,,,3.49,10.27%,3576.14万,7.51%,5.16,2.65亿,9476.59万,10.25%,2.71亿,5342.22万
2017,,,,,3.16,43.69%,3326.39万,23.12%,14.37,2.61亿,7734.52万,10.80%,2.52亿,5842.07万
2016,,,,,2.2,11.24%,2701.81万,23.24%,7.78,1.22亿,4299.52万,12.43%,1.13亿,6437.75万
2015,,,,,1.98,10.58%,2192.23万,30.18%,3.87,7112.09万,3098.14万,11.05%,3744.68万,5014.88万
2014,,,,,1.79,False,1684.00万,False,2.93,4830.56万,2096.62万,9.00%,2811.27万,3971.13万
