报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2025-09-30,48.881,8.0396,6.08,2.1427,17.11,3.57%,4121.77万,-42.17%,2.46,6.23亿,9.06亿,2.82%,27.05亿,1.66亿
2024,57.722,8.0393,7.18,2.2057,26.17,-1.63%,2.04亿,-20.79%,2.50,6.06亿,9.57亿,10.55%,27.71亿,1.38亿
2023,64.925,8.0253,8.09,2.4408,26.6,9.59%,2.57亿,1.11%,2.38,3.89亿,8.60亿,13.35%,25.76亿,9081.82万
2022,81.393,7.2802,11.18,3.3523,24.28,9.50%,2.54亿,0.61%,2.44,3.22亿,7.78亿,14.06%,24.10亿,9150.48万
2021,83.368,6.0368,13.81,3.7604,22.17,50.53%,2.53亿,9.26%,2.61,3.18亿,6.76亿,15.83%,21.64亿,7383.99万
2020,42.818,4.312,9.93,2.9069,14.73,30.12%,2.31亿,8.40%,3.20,3.08亿,5.92亿,19.45%,17.15亿,2709.47万
2019,26.919,3.08,8.74,2.378,11.32,12.43%,2.13亿,6.17%,4.08,3.06亿,5.30亿,21.41%,14.53亿,2866.80万
2018,10.934,2.2,4.97,1.1101,9.85,24.57%,2.01亿,39.35%,5.32,2.94亿,4.51亿,22.11%,13.07亿,1898.99万
2017,,,5.49,,7.52,13.14%,1.44亿,24.57%,4.68,3.26亿,3.10亿,20.63%,10.94亿,1211.77万
2016,,,8.85,,6.65,11.39%,1.16亿,10.39%,4.22,4.09亿,2.14亿,19.21%,9.85亿,1258.96万
2015,,,,,5.97,12.90%,1.05亿,23.18%,2.56,1.70亿,2.26亿,19.82%,4.78亿,596.15万
2014,,,,,5.29,9.05%,8514.21万,9.38%,2.07,8644.34万,1.52亿,17.95%,3.87亿,721.58万
2013,,,,,4.85,22.58%,7784.18万,5.72%,1.69,8529.28万,9615.11万,17.33%,3.18亿,866.48万
2012,,,,,3.96,24.84%,7362.85万,13.20%,1.34,1.31亿,8131.82万,19.86%,2.54亿,618.77万
2011,,,,,3.17,False,6504.51万,False,1.11,1.07亿,2554.90万,21.96%,2.10亿,450.25万
