报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2026-03-31,68.311,4.2429,16.1,2.2266,7.67,-2.89%,301.97万,-89.57%,8.07,9.44亿,15.93亿,0.39%,34.22亿,5.89亿
2025,83.246,4.2429,19.62,2.716,30.65,-2.99%,4066.83万,-79.81%,8.06,8.60亿,15.90亿,1.33%,34.19亿,6.52亿
2024,71.493,4.2429,16.85,2.2632,31.59,2.49%,2.01亿,-13.34%,8.13,13.31亿,16.22亿,6.38%,34.52亿,6.53亿
2023,78.828,4.261,18.5,2.5569,30.83,7.73%,2.32亿,44.73%,7.85,17.04亿,14.68亿,7.54%,33.48亿,4.97亿
2022,94.272,4.2812,22.02,3.2951,28.61,-0.40%,1.61亿,-56.41%,7.59,20.85亿,13.97亿,5.61%,32.53亿,5.70亿
2021,135.95,4.2765,31.79,4.732,28.73,23.71%,3.68亿,13.27%,7.48,20.38亿,13.88亿,12.85%,32.01亿,5.56亿
2020,,,,,23.22,-1.22%,3.25亿,9.02%,5.40,11.31亿,11.51亿,14.02%,19.46亿,3.51亿
2019,,,,,23.51,-0.53%,2.98亿,7.54%,5.04,8.63亿,10.69亿,12.69%,18.17亿,3.26亿
2018,,,,,23.64,12.08%,2.77亿,27.84%,4.35,6.42亿,8.46亿,11.75%,15.68亿,3.18亿
2017,,,,,21.09,12.27%,2.17亿,-23.52%,3.59,6.47亿,5.75亿,10.28%,12.93亿,3.53亿
2016,,,,,18.79,14.63%,2.84亿,31.30%,3.55,4.06亿,6.13亿,15.10%,12.31亿,2.58亿
2015,,,,,16.39,False,2.16亿,False,3.27,8.83亿,5.21亿,13.19%,11.32亿,1.92亿
