报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2026-03-31,78.932,12.1061,6.52,16.3083,1.21,-6.06%,1290.14万,-46.99%,2.17,14.09亿,3.78亿,10.67%,26.28亿,2.54亿
2025,73.726,12.1061,6.09,23.2574,3.17,-7.83%,2530.30万,-59.30%,2.16,14.05亿,3.65亿,7.89%,26.15亿,2.93亿
2024,54.477,12.1061,4.5,15.8363,3.44,9.62%,6217.30万,55.19%,2.17,17.28亿,3.76亿,17.91%,26.26亿,2.32亿
2023,67.552,12.1061,5.58,21.5134,3.14,-29.43%,4006.30万,-18.29%,2.14,12.66亿,3.63亿,12.71%,25.88亿,3.26亿
2022,46.372,9.7831,4.74,10.4207,4.45,-12.12%,4902.88万,14.41%,1.56,6.05亿,3.46亿,11.34%,15.25亿,3.55亿
2021,52.535,9.7831,5.37,10.3824,5.06,-28.79%,4285.39万,-27.74%,1.37,1.51亿,3.16亿,8.28%,13.42亿,5.74亿
2020,55.372,9.7831,5.66,7.7989,7.1,152.32%,5930.14万,76.78%,1.36,9631.46万,3.04亿,8.31%,13.28亿,6.43亿
2019,51.655,9.7831,5.28,18.3174,2.82,-33.98%,3354.60万,497.94%,1.34,1.17亿,2.92亿,11.78%,13.14亿,3.81亿
2018,39.622,9.7831,4.05,9.3009,4.26,14.58%,-842.99万,-107.81%,1.41,2.60亿,2.58亿,-22.69%,13.78亿,1.64亿
2017,,,8.0,,3.72,131.79%,1.08亿,442.65%,1.56,5.52亿,2.68亿,30.48%,20.70亿,1.84亿
2016,,,10.41,,1.61,-14.08%,1989.63万,-9.20%,2.21,2176.09万,1.68亿,13.95%,13.98亿,1.84亿
2015,,,9.35,,1.87,-12.23%,2191.33万,11.26%,3.75,4857.99万,1.68亿,13.48%,13.97亿,2.40亿
2014,,,4.06,,2.13,4.95%,1969.58万,-12.82%,6.02,1706.99万,1.63亿,11.97%,9.07亿,3.02亿
2013,,,2.54,,2.03,9.84%,2259.18万,-36.49%,5.94,3871.33万,1.53亿,13.76%,8.94亿,2.90亿
2012,,,2.16,,1.85,4.99%,3557.39万,-27.81%,5.88,3.03亿,1.47亿,19.26%,8.42亿,2.72亿
2011,,,2.49,,1.76,7.87%,4927.77万,4.72%,8.59,3.33亿,1.30亿,28.01%,8.21亿,2.50亿
2010,,,4.09,,1.63,10.11%,4705.50万,19.15%,10.70,5.48亿,1.01亿,28.85%,7.87亿,1.51亿
