报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2026-03-31,60.481,16.1714,3.74,1.5933,9.49,11.31%,8414.89万,18.69%,2.29,15.51亿,17.17亿,8.81%,37.58亿,5.11亿
2025,56.762,16.1714,3.51,1.6949,33.49,-8.42%,3.35亿,-18.63%,2.24,16.49亿,16.33亿,9.89%,36.74亿,5.43亿
2024,50.293,16.1714,3.11,1.3756,36.56,-9.40%,4.11亿,96.26%,2.16,8.34亿,15.45亿,11.24%,35.45亿,8.37亿
2023,47.544,16.1714,2.94,1.178,40.36,-4.42%,2.09亿,119.84%,1.96,6.61亿,12.55亿,5.06%,32.23亿,7.00亿
2022,54.012,16.1714,3.34,1.2793,42.22,-7.57%,9529.05万,-57.33%,1.89,5.84亿,10.90亿,2.18%,31.20亿,7.90亿
2021,64.706,16.72,3.87,1.4165,45.68,-4.81%,2.23亿,-48.75%,1.81,6.87亿,10.48亿,4.89%,30.87亿,6.13亿
2020,71.562,16.72,4.28,1.4912,47.99,-4.77%,4.36亿,497.50%,1.78,22.32亿,10.04亿,9.15%,30.18亿,6.77亿
2019,44.81,16.72,2.68,0.8893,50.39,0.12%,7292.60万,22.22%,1.47,26.68亿,5.84亿,0.89%,26.22亿,13.10亿
2018,42.803,16.72,2.56,0.8504,50.33,8.32%,5966.98万,-34.80%,1.58,23.36亿,6.54亿,0.79%,29.41亿,11.22亿
2017,,,3.93,,46.47,4.10%,9151.17万,30.50%,1.63,19.60亿,6.52亿,1.61%,32.75亿,14.58亿
2016,,,5.99,,44.64,14.81%,7012.53万,-30.91%,1.59,13.61亿,6.07亿,1.45%,32.32亿,14.17亿
2015,,,6.39,,38.88,-12.88%,1.02亿,-49.41%,1.61,11.52亿,5.88亿,1.78%,33.64亿,25.36亿
2014,,,4.54,,44.62,-11.84%,2.01亿,148.97%,1.57,10.69亿,5.27亿,4.01%,33.47亿,22.59亿
2013,,,4.2,,50.62,-12.88%,8058.99万,3.82%,1.46,9.53亿,4.15亿,1.79%,32.41亿,20.01亿
2012,,,5.99,,58.1,8.22%,7762.73万,-49.39%,1.47,11.77亿,4.35亿,2.66%,33.89亿,15.92亿
2011,,,3.33,,53.69,12.72%,1.53亿,1.96%,1.47,11.37亿,4.50亿,4.11%,29.85亿,11.79亿
2010,,,5.05,,47.63,67.75%,1.50亿,-31.67%,1.44,8.48亿,4.00亿,4.28%,28.69亿,8.17亿
