报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2026-03-31,28.295,1.7751,15.94,1.0005,7.07,16.21%,3103.83万,2.00%,8.43,11.06亿,8.58亿,5.62%,17.74亿,3.78亿
2025,31.277,1.7751,17.62,1.0883,28.74,28.50%,1.17亿,23.20%,8.25,9.77亿,8.27亿,4.96%,17.35亿,2.96亿
2024,22.579,1.7751,12.72,1.0093,22.37,16.80%,9522.73万,15.22%,7.89,6.68亿,7.63亿,4.89%,16.50亿,2.45亿
2023,23.325,1.7751,13.14,1.218,19.15,20.48%,8264.49万,119.07%,7.65,6.07亿,7.29亿,5.19%,15.98亿,1.79亿
2022,20.62,1.7899,11.52,1.2977,15.89,4.60%,3772.50万,-60.95%,7.23,3.68亿,6.72亿,3.26%,15.22亿,1.91亿
2021,22.51,1.7908,12.57,1.4819,15.19,-24.40%,9661.42万,-63.79%,6.97,2.64亿,6.49亿,7.29%,14.67亿,2.74亿
2020,25.033,1.2362,20.25,1.2454,20.1,83.05%,2.67亿,223.30%,9.25,4.56亿,6.16亿,18.84%,13.64亿,2.26亿
2019,13.188,1.2,10.99,1.2011,10.98,17.25%,8252.62万,49.36%,7.42,2.39亿,3.97亿,9.68%,10.28亿,1.66亿
2018,14.22,1.2,11.85,1.5192,9.36,51.44%,5525.38万,7.14%,6.85,3.34亿,3.34亿,7.67%,9.36亿,1.42亿
2017,,,14.61,,6.18,17.60%,5157.29万,-13.20%,6.49,2.83亿,2.95亿,9.30%,8.76亿,1.10亿
2016,,,,,5.26,1.85%,5941.87万,-19.70%,4.28,3068.29万,2.59亿,11.30%,3.85亿,5317.70万
2015,,,,,5.16,4.22%,7399.55万,27.80%,3.62,2271.95万,2.06亿,14.33%,3.26亿,4631.73万
2014,,,,,4.95,23.67%,5790.06万,46.68%,2.80,1715.21万,1.39亿,11.69%,2.52亿,4517.63万
2013,,,,,4.01,3.65%,3947.28万,14.70%,6.40,1833.67万,1.04亿,9.85%,1.92亿,4047.90万
2012,,,,,3.86,False,3441.46万,False,6.08,4814.92万,9873.45万,8.91%,1.82亿,4313.27万
