报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2025-09-30,74.977,15.4912,4.84,6.5235,8.62,-26.26%,-1.22亿,-331.69%,2.78,7.78亿,10.91亿,-12.39%,43.75亿,3.99亿
2024,69.401,15.4912,4.48,4.8771,14.23,-11.96%,-1.74亿,-572.96%,2.85,10.31亿,12.13亿,-11.76%,44.73亿,3.47亿
2023,101.158,15.4912,6.53,6.2598,16.16,5.81%,3668.85万,-13.93%,2.97,11.14亿,14.02亿,2.83%,46.64亿,2.83亿
2022,122.088,15.4934,7.88,7.9953,15.27,-19.58%,4262.73万,-89.68%,2.96,14.78亿,13.81亿,2.70%,46.02亿,2.63亿
2021,171.872,15.4979,11.09,9.0507,18.99,16.30%,4.13亿,24.28%,2.94,16.19亿,13.85亿,21.81%,45.99亿,2.41亿
2020,122.72,11.9261,10.29,7.515,16.33,10.34%,3.32亿,5.82%,3.47,17.68亿,10.40亿,20.59%,41.77亿,3.26亿
2019,67.169,7.3975,9.08,4.5384,14.8,14.69%,3.14亿,47.67%,3.50,5.34亿,8.62亿,21.54%,26.25亿,1.44亿
2018,31.312,4.8546,6.45,2.4273,12.9,11.91%,2.13亿,30.28%,4.78,4.68亿,6.00亿,17.06%,23.58亿,8748.41万
2017,,,3.63,,11.53,110.15%,1.63亿,159.10%,8.39,3.61亿,4.35亿,14.64%,20.72亿,8982.48万
2016,,,6.17,,5.49,28.80%,6300.35万,26.81%,3.44,3.18亿,3.02亿,12.23%,7.56亿,4426.64万
2015,,,9.76,,4.26,5.01%,4968.17万,4.43%,8.54,3.35亿,2.55亿,11.66%,5.99亿,3255.70万
2014,,,,,4.06,7.31%,4757.61万,4.03%,6.75,1.69亿,2.11亿,11.73%,3.45亿,2588.66万
2013,,,,,3.78,4.69%,4573.17万,3.82%,6.01,1.43亿,1.78亿,12.09%,3.07亿,1377.71万
2012,,,,,3.61,7.29%,4405.00万,-6.60%,5.11,1.37亿,1.37亿,12.20%,2.61亿,2081.89万
2011,,,,,3.37,False,4716.25万,False,4.25,1.23亿,9829.38万,14.01%,2.17亿,2015.21万
