报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2025-09-30,201.611,6.802,29.64,1.9993,75.63,6.52%,2.55亿,-15.68%,7.15,9.77亿,35.34亿,3.28%,49.20亿,35.66亿
2024,161.121,6.8562,23.5,1.505,107.06,7.05%,5.51亿,10.77%,7.07,21.91亿,35.19亿,5.10%,49.49亿,39.79亿
2023,142.974,6.8507,20.87,1.4296,100.01,1.31%,4.97亿,-4.64%,6.56,27.22亿,33.08亿,5.23%,47.41亿,36.13亿
2022,130.3,6.8507,19.02,1.3199,98.72,4.25%,5.21亿,30.97%,6.02,29.24亿,30.45亿,5.39%,43.29亿,37.58亿
2021,104.536,4.2685,24.49,1.104,94.69,10.24%,3.98亿,25.35%,6.89,31.82亿,26.98亿,3.85%,39.33亿,36.25亿
2020,81.742,4.2685,19.15,1.0054,81.3,4.51%,3.17亿,-1.26%,6.38,25.27亿,21.78亿,4.12%,29.00亿,29.36亿
2019,76.15,4.2685,17.84,0.9789,77.79,6.51%,3.22亿,6.26%,5.99,20.20亿,19.85亿,4.41%,27.33亿,33.82亿
2018,46.186,4.2334,10.91,0.6324,73.03,10.70%,3.03亿,4.84%,5.53,13.83亿,18.29亿,4.44%,25.06亿,31.57亿
2017,,,13.49,,65.97,8.92%,2.89亿,4.93%,4.96,16.08亿,16.29亿,4.74%,22.33亿,23.43亿
2016,,,16.39,,60.57,-0.06%,2.75亿,-10.18%,4.43,11.36亿,14.28亿,4.81%,20.21亿,21.05亿
2015,,,26.68,,60.61,5.41%,3.06亿,22.64%,5.16,11.82亿,12.77亿,5.44%,18.56亿,15.61亿
2014,,,18.34,,57.5,3.10%,2.50亿,2.36%,4.37,8.78亿,10.77亿,4.84%,15.30亿,13.04亿
2013,,,10.65,,55.77,8.17%,2.44亿,27.66%,3.84,8.03亿,9.20亿,5.03%,13.54亿,15.51亿
2012,,,10.09,,49.63,25.93%,1.91亿,0.02%,3.65,6.98亿,8.23亿,4.25%,12.78亿,12.85亿
2011,,,10.39,,39.41,22.82%,1.91亿,1243.04%,1.64,7.59亿,6.36亿,2.05%,10.83亿,12.99亿
2010,,,12.08,,15.11,46.80%,1422.37万,131.48%,1.58,2.16亿,6451.74万,2.07%,3.33亿,1.28亿
