报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2025-09-30,39.363,2.5897,15.2,31.3303,0.94229,55.33%,-1.27亿,7.47%,7.39,12.96亿,-5.25亿,-138.98%,19.71亿,3763.52万
2024,36.877,2.5897,14.24,31.5188,1.17,-55.30%,-2.12亿,-134.24%,7.86,14.38亿,-3.98亿,-180.89%,20.96亿,2740.18万
2023,54.28,2.5897,20.96,20.7176,2.62,-25.84%,-9033.32万,-376.97%,8.82,17.68亿,-1.86亿,-34.49%,22.85亿,2872.79万
2022,30.392,1.8498,16.43,8.5853,3.54,20.47%,3261.49万,147.67%,12.75,19.86亿,-9599.69万,9.15%,23.60亿,4083.72万
2021,,,,,2.94,20.95%,-6841.77万,12.14%,4.45,2.19亿,-1.12亿,-23.41%,6.18亿,2700.67万
2020,,,,,2.43,240.84%,-7786.92万,81.17%,3.91,2.93亿,-4340.12万,-32.22%,5.43亿,1783.27万
2019,,,,,0.712107,37.04%,-4.14亿,-491.58%,2.28,2.43亿,-7.09亿,-586.41%,3.18亿,2765.11万
2018,,,,,0.519635,False,-6990.22万,False,1.30,7829.16万,-2.96亿,-143.50%,1.67亿,1718.33万
