报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2025-09-30,186.764,8.6746,21.53,3.8769,36.13,5.14%,2.43亿,7.94%,3.36,5.68亿,14.74亿,6.74%,29.13亿,5939.35万
2024,62.123,6.1937,10.03,1.34,46.36,9.29%,3.12亿,-10.36%,4.53,11.43亿,13.85亿,6.72%,28.08亿,3521.72万
2023,40.863,4.4128,9.26,0.9633,42.42,15.48%,3.48亿,25.44%,5.77,9.75亿,11.80亿,8.19%,25.46亿,2102.15万
2022,29.727,3.149,9.44,0.8093,36.73,20.27%,2.77亿,20.17%,7.06,12.30亿,8.97亿,7.54%,22.23亿,1880.76万
2021,17.837,2.2493,7.93,0.5841,30.54,33.22%,2.31亿,-16.47%,8.76,11.42亿,6.74亿,7.55%,19.73亿,2330.25万
2020,13.769,1.6066,8.57,0.6005,22.93,35.90%,2.76亿,58.03%,11.03,12.26亿,4.99亿,12.04%,17.72亿,1101.30万
2019,,,,,16.87,37.60%,1.75亿,123.89%,5.23,3.66亿,2.51亿,10.36%,6.30亿,728.86万
2018,,,,,12.26,21.41%,7802.92万,61.17%,3.83,2.17亿,9980.22万,6.36%,4.61亿,1121.64万
2017,,,,,10.1,18.57%,4841.50万,4.63%,3.19,1.74亿,3437.25万,4.79%,3.85亿,842.27万
2016,,,,,8.52,False,4627.11万,False,2.83,2.07亿,-117.92万,5.43%,3.42亿,374.50万
