报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2025-09-30,20.563,1.1637,17.67,14.2799,1.08,-51.91%,-687.41万,-490.93%,5.08,3847.99万,6782.11万,-6.48%,5.92亿,2032.05万
2024,14.139,1.1637,12.15,4.1222,3.43,56.27%,-1810.29万,82.34%,5.16,9942.26万,7469.52万,-5.73%,5.99亿,2092.30万
2023,16.769,1.1637,14.41,7.6571,2.19,-43.96%,-1.03亿,-1113.96%,5.32,1.83亿,9279.81万,-47.15%,6.18亿,2412.49万
2022,13.836,1.1637,11.89,3.5386,3.91,-8.59%,-844.39万,-123.05%,6.20,1.88亿,1.95亿,-2.16%,7.21亿,2719.46万
2021,22.064,1.1637,18.96,5.1551,4.28,-13.72%,3662.64万,-33.88%,6.36,2.55亿,2.15亿,8.56%,7.40亿,2799.28万
2020,,,,,4.96,11.98%,5539.54万,10.13%,5.77,1.62亿,1.80亿,11.17%,5.04亿,6544.24万
2019,,,,,4.43,66.06%,5029.80万,37.19%,5.12,2.72亿,1.28亿,11.36%,4.47亿,2.79亿
2018,,,,,2.67,67.80%,3666.25万,312.72%,4.12,6559.55万,8104.58万,13.75%,3.21亿,1.42亿
2017,,,,,1.59,False,888.32万,False,3.58,5014.63万,6166.11万,6.00%,2.77亿,5440.25万
2015,,,,,0.949057,33.30%,1548.43万,178.77%,2.49,5521.67万,3019.33万,16.32%,1.24亿,7885.41万
2014,,,,,0.711989,0.13%,555.44万,-32.38%,2.18,3387.48万,1625.75万,7.80%,1.09亿,7047.80万
2013,,,,,0.71105,11.92%,821.46万,53.35%,1.52,1563.85万,1125.85万,11.55%,4555.35万,4955.01万
2012,,,,,0.635315,18.79%,535.69万,178.20%,1.25,756.23万,386.54万,8.43%,3733.88万,4763.63万
2011,,,,,0.534831,27.26%,192.55万,-43.52%,1.18,1200.40万,88.38万,3.60%,3198.19万,2290.40万
2010,,,,,0.420255,False,340.91万,False,1.11,1085.45万,-94.36万,8.11%,3005.64万,1790.67万
