报告期,总市值,总股本,收盘,市销率,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,总现金,未分配利润,销售净利率,股东权益,存货
2026-03-31,23.285,0.784,29.7,17.0051,0.342323,-66.46%,-1208.30万,-173.55%,11.64,2.30亿,4.00亿,-35.30%,9.12亿,2.23亿
2025,25.786,0.784,32.89,4.4382,5.81,4.66%,1.07亿,-7.90%,11.77,2.84亿,4.12亿,18.38%,9.23亿,2.01亿
2024,22.454,0.784,28.64,4.0458,5.55,40.74%,1.16亿,1.78%,8.35,4.91亿,3.21亿,20.89%,8.30亿,2.09亿
2023,,,,,3.94,21.01%,1.14亿,44.92%,7.34,2.45亿,2.50亿,28.88%,4.41亿,1.82亿
2022,,,,,3.26,129.29%,7861.47万,114.95%,6.92,2.71亿,2.34亿,24.12%,4.15亿,1.29亿
2021,,,,,1.42,-46.84%,3657.29万,-41.54%,5.60,1.76亿,1.62亿,25.72%,3.36亿,1.72亿
2020,,,,,2.67,40.89%,6255.64万,-7.35%,8.34,1.26亿,1.30亿,23.39%,2.99亿,3923.49万
2019,,,,,1.9,65.18%,6751.95万,144.74%,15.67,2944.39万,9066.95万,35.57%,1.57亿,9320.87万
2018,,,,,1.15,22.62%,2758.87万,19.58%,9.16,3835.76万,2889.06万,23.89%,8832.63万,6566.63万
2017,,,,,0.937189,145.80%,2307.17万,38.68%,6.13,1745.65万,311.76万,25.61%,6004.61万,3104.23万
2016,,,,,0.422712,False,1663.61万,False,27.01,1332.60万,3905.60万,38.24%,4467.75万,1480.11万
