报告期,总市值,总股本,收盘,营业总收入(亿),营业总收入同比增长率,净利润(亿),净利润同比增长率,每股净资产,市销率(PS),市盈率(PE),市净率(PB),评价指标,总现金,未分配利润,销售净利率,股东权益,存货,股息,ST风险,控股股东
2026-06-12,247.316,5.1014,48.48,36.39,3.42%,2.03亿,-4.57%,14.82,6.7963,121.2,3.2713,PE；PB,12.89亿,35.87亿,5.40%,76.04亿,31.85亿,0.3,20%: 最新年度净利润同比下降,江苏新泉志和投资有限公司
2026-03-31,247.316,5.1014,48.48,36.39,3.42%,2.03亿,-4.57%,14.82,1.6991,121.2,3.2713,PE；PB,12.89亿,35.87亿,5.40%,76.04亿,31.85亿,0.3,,江苏新泉志和投资有限公司
2025,256.222,4.873,52.58,155.24,17.04%,8.15亿,-16.54%,14.53,1.6505,31.6747,3.6187,PE；PB,12.42亿,33.83亿,5.18%,74.65亿,29.21亿,0.3,,江苏新泉志和投资有限公司
2024,147.116,4.873,30.19,132.64,25.46%,9.77亿,21.24%,11.12,1.1091,15.095,2.7149,PE；PB,15.21亿,27.39亿,7.34%,56.53亿,27.10亿,0.3,,江苏新泉志和投资有限公司
2023,173.381,4.873,35.58,105.72,52.19%,8.06亿,71.19%,9.79,1.64,21.5636,3.6343,PE；PB,14.16亿,19.48亿,7.62%,50.06亿,24.75亿,0.3,,江苏新泉志和投资有限公司
2022,100.46,3.7485,26.8,69.47,50.60%,4.71亿,65.67%,8.37,1.4461,27.6289,3.2019,PE；PB,8.59亿,13.23亿,6.81%,41.30亿,17.50亿,0.3,,江苏新泉志和投资有限公司
2021,84.341,3.6782,22.93,46.13,25.33%,2.84亿,10.21%,9.88,1.8283,39.5345,2.3209,PE；PB,10.72亿,9.91亿,6.20%,37.52亿,14.82亿,0.3,,江苏新泉志和投资有限公司
2020,40.45,2.2763,17.77,36.8,21.24%,2.58亿,40.64%,9.3,1.0992,23.6933,1.9108,PE；PB,15.85亿,8.38亿,6.98%,34.90亿,11.00亿,0.4,,江苏新泉志和投资有限公司
2019,17.011,2.2772,7.47,30.36,-10.85%,1.83亿,-35.04%,7.1,0.5603,9.3375,1.0521,PE；PB,6.11亿,6.92亿,5.94%,17.33亿,8.86亿,0.5,,江苏新泉志和投资有限公司
2018,10.126,1.6227,6.24,34.05,10.01%,2.82亿,12.74%,6.7,0.2974,4.5547,0.9313,PE；PB,8.16亿,6.33亿,8.28%,16.13亿,5.74亿,0.5,,江苏新泉志和投资有限公司
2017,,,9.93,30.95,80.91%,2.50亿,120.07%,8.26,,8.4153,1.2022,PE；PB,1.92亿,4.57亿,8.08%,13.41亿,5.91亿,,,江苏新泉志和投资有限公司
2016,,,,17.11,89.65%,1.14亿,116.24%,4.97,,,,PE；PB,1.38亿,2.42亿,6.64%,5.94亿,5.66亿,,,江苏新泉志和投资有限公司
2015,,,,9.02,14.31%,5256.90万,10.70%,4.07,,,,PE；PB,1.00亿,1.43亿,5.83%,4.86亿,3.25亿,,,江苏新泉志和投资有限公司
2014,,,,7.89,13.51%,4748.73万,22.82%,3.68,,,,PE；PB,3581.54万,9859.98万,6.02%,4.40亿,3.06亿,,,江苏新泉志和投资有限公司
2013,,,,6.95,26.34%,3866.37万,26.66%,3.28,,,,PE；PB,2237.91万,5415.08万,5.56%,3.92亿,2.64亿,,,江苏新泉志和投资有限公司
2012,,,,5.5,False,3052.50万,False,2.96,,,,PE；PB,3341.01万,2087.42万,5.55%,3.54亿,2.39亿,,,江苏新泉志和投资有限公司
